orphan_semantic_unit_id	member_count	member_solution_ids	source_files	statuses	candidate_problem_ids	candidate_statement_hashes	distinct_candidate_statement_count	editorial_action
SOLSEM-AEA4A9DC1681	6	IMP-DL-15679DEE8D-S002;IMP-DL-3CA1CB77F7-S002;IMP-DL-E0A96454A5-S002;IMP-M2-1D2863B81A-S002;IMP-M2-D47CB97304-S002;IMP-M2-F08D4144EA-S002	Downloads/theory-of-analysis - Copy.tex;Downloads/theory-of-analysis-numbers.tex;Downloads/theory-of-analysis.tex;MATH-ALLS-2/theory-of-analysis - Copy.tex;MATH-ALLS-2/theory-of-analysis-numbers.tex;MATH-ALLS-2/theory-of-analysis.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-15679DEE8D-P001;IMP-DL-15679DEE8D-P002;IMP-DL-15679DEE8D-P003;IMP-DL-15679DEE8D-P004;IMP-DL-15679DEE8D-P006;IMP-DL-15679DEE8D-P009;IMP-DL-3CA1CB77F7-P001;IMP-DL-3CA1CB77F7-P002;IMP-DL-3CA1CB77F7-P003;IMP-DL-3CA1CB77F7-P004;IMP-DL-3CA1CB77F7-P006;IMP-DL-3CA1CB77F7-P009;IMP-DL-3CA1CB77F7-P048;IMP-DL-3CA1CB77F7-R005411-404E62ED;IMP-DL-E0A96454A5-P001;IMP-DL-E0A96454A5-P002;IMP-DL-E0A96454A5-P003;IMP-DL-E0A96454A5-P004;IMP-DL-E0A96454A5-P006;IMP-DL-E0A96454A5-P009;IMP-DL-E0A96454A5-P027;IMP-DL-E0A96454A5-R003633-48826DDF;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-DL-EAE0F59552-PSR002479-42167B9C;IMP-M2-1D2863B81A-P001;IMP-M2-1D2863B81A-P002;IMP-M2-1D2863B81A-P003;IMP-M2-1D2863B81A-P004;IMP-M2-1D2863B81A-P006;IMP-M2-1D2863B81A-P009;IMP-M2-1D2863B81A-P027;IMP-M2-1D2863B81A-R003633-48826DDF;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-7EA9DA1D72-PSR002479-42167B9C;IMP-M2-D47CB97304-P001;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P004;IMP-M2-D47CB97304-P006;IMP-M2-D47CB97304-P009;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P009;IMP-M2-F08D4144EA-P048;IMP-M2-F08D4144EA-R005411-404E62ED	052f0120dbff5961d1808442323dddc29a97b35d21a57b43a8f1a5fded33bb2d;21e578c1fd9afa88561493e971873d40a57bb65eb8682563b9302d46aa95ec3b;2356636db074033163255616440cd2fe31e45621ba397772dbee4da5e4278c99;404e62ede2d4b991a7fd9e16251cc231f5ea36d1b95b80608fa3157b059fa07e;42167b9cb160eba77da53c9a03195960126e76b8bc9551d73229e1fa15be042e;48826ddf8fee60e9bb30fb2a7ac5d739b0f676969a61eba8607352a19a031c29;5aee21742b4e6aefb922b71c80934ad832cd7c5ae47a2a71e10c79456dbab167;6ab7fe8044927915ea3476fa981f0184168ac57e4258890cd64b2012e9e59bf0;d55ff1450a44dc8970351810a1371254b7a77b8c28f7634ce6910d7ea6c50145	9	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-B13E4C22612E	2	IMP-DL-EAE0F59552-S003;IMP-M2-7EA9DA1D72-S003	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-EAE0F59552-P001;IMP-DL-EAE0F59552-P007;IMP-DL-EAE0F59552-P008;IMP-DL-EAE0F59552-P014;IMP-DL-EAE0F59552-P015;IMP-DL-EAE0F59552-P016;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-DL-EAE0F59552-PSR002479-42167B9C;IMP-M2-7EA9DA1D72-P001;IMP-M2-7EA9DA1D72-P007;IMP-M2-7EA9DA1D72-P008;IMP-M2-7EA9DA1D72-P014;IMP-M2-7EA9DA1D72-P015;IMP-M2-7EA9DA1D72-P016;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-7EA9DA1D72-PSR002479-42167B9C	2cd641868f4c598808d82c33ac7be1ee25533c0a89ec3ebd7104f9d77059773e;3e573b6da63db7641ec08e2c9fffddf07c28aae6ba787ba1f2395461b90a5c88;42167b9cb160eba77da53c9a03195960126e76b8bc9551d73229e1fa15be042e;6ab7fe8044927915ea3476fa981f0184168ac57e4258890cd64b2012e9e59bf0;74689fff44c6c83f82c38df0f4ea2474030a5f98fd152e7116e05628d1729f17;80aee9931e3ecf0aae975a92bcba29e76c04d7ef9a2b3febb932e5a129dc2a8a;8a7cee50744442e7969538f64ec7481959cd0e4ea7fa90799c166e2700f95343;8bff6914b64449b8b0ca1b9459322e2ad8cf6f069fb18da464952c328728d707	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-B3DA4C4421B4	2	IMP-DL-CB3C80FF97-S002;IMP-M2-7B5A4788C1-S002	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-CB3C80FF97-P001;IMP-DL-CB3C80FF97-P002;IMP-DL-CB3C80FF97-P003;IMP-DL-CB3C80FF97-P014;IMP-DL-CB3C80FF97-P015;IMP-DL-CB3C80FF97-P016;IMP-DL-CB3C80FF97-P022;IMP-DL-CB3C80FF97-P044;IMP-M2-7B5A4788C1-P001;IMP-M2-7B5A4788C1-P002;IMP-M2-7B5A4788C1-P003;IMP-M2-7B5A4788C1-P014;IMP-M2-7B5A4788C1-P015;IMP-M2-7B5A4788C1-P016;IMP-M2-7B5A4788C1-P022;IMP-M2-7B5A4788C1-P044	31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4;342cde71220e8928ead53042a1b221cfcf6617f72bf5ef8a75b3085ef1a9e64b;449740892cd22477295b6e78e817ebd81add9fffb011e62efb975871c36825b8;b8a4cb4dd5831258c95d75784b24aad49778ab66a62f9a38dd24969ee04b06b1;c91992cb8eeb57cc6b36dd8307a23e64d5b11235dcc7ccbeeb852c47090d232f;defc68843894582bd387cbc9a6f510ccf432326874e4421335e19b58c53133df;e263aa6156156bbf8355ecb3d76a3c672f0bcd603d1715324ee24f0f480ccfcb;eb115e4a0685fff91315ffc8eb49a55e980b5d2505d2786c352273cf424867d6	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-B4C1AC5BB2F9	2	IMP-DL-F77C60E8D1-S006;IMP-M2-09C070ED26-S006	Downloads/theory-of-complex-analysis-next2.tex;MATH-ALLS-2/theory-of-complex-analysis-next2.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-F77C60E8D1-P001;IMP-DL-F77C60E8D1-P002;IMP-DL-F77C60E8D1-P003;IMP-DL-F77C60E8D1-P004;IMP-DL-F77C60E8D1-P005;IMP-DL-F77C60E8D1-P006;IMP-DL-F77C60E8D1-P007;IMP-DL-FB19C24E92-P007;IMP-M2-09C070ED26-P001;IMP-M2-09C070ED26-P002;IMP-M2-09C070ED26-P003;IMP-M2-09C070ED26-P004;IMP-M2-09C070ED26-P005;IMP-M2-09C070ED26-P006;IMP-M2-09C070ED26-P007;IMP-M2-7785C781E9-P007	053e9e0ffcaaadb30617727fa07fd52c96a580c3bec775825591687b52882690;129c112776d7ca6637e16def9ff9d5b73f253352a07008f8f3aad3acf7ebade8;20461b9274f9b1e8ced772cb6b84824200aea4cc9dd49e5c2ff89e16c44fb375;2310f4a20df656804d5ff75eeeef38adef010280c5baf2c4aec1dc191618f08a;a22dfa63fb51bb5211c6d2602d18bd83bfe4469d7077a1cb8aa73a3657663556;ba0e2e034426c3942e049695baad0912ecd530af8adcb05d7397936b8858935e;f735538b4e73bf85330bfd8ac2b7cbe34fb6848783bbcdb2a677fc9fe5fd48f7;fc6496592f8389c4b0a65f5db8bf05bc7c4b16ed757bec50d916c23c2f5708d4	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-B93AC2DB5FEE	2	IMP-DL-D4351A3BBD-S017;IMP-M2-721AD91C7F-S017	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0EB9CBD958-P010;IMP-DL-0EB9CBD958-PSR005095-8C10C036;IMP-DL-40BD8D3E26-P006;IMP-DL-40BD8D3E26-R002945-6684BFDF;IMP-DL-7A55205E2C-P002;IMP-DL-A470D9BACB-P027;IMP-DL-E88547CF67-P016;IMP-M2-0384991A85-P006;IMP-M2-0384991A85-R002945-6684BFDF;IMP-M2-2850FB9A8A-P027;IMP-M2-2D41E1011A-P002;IMP-M2-80D8AED0FF-P016;IMP-M2-F4C85D52DC-P010;IMP-M2-F4C85D52DC-PSR005095-8C10C036	1d8d1938685005ec228c38493f3d940cc1840d76d97ada6c0597efc27a2e632d;2bbd85bd486bc7b61c24a6fd6c09943e9732487d60da726e1177939f7c8382b7;2c635146a821744b012f4771cda9c9bccc9e0acbc32b4f6f1065b50bace06368;6684bfdf8a3cb1434e3213e3b1aedfdd9512187a1a4aafff6aa631d3b36738e3;8c10c0365ac162baa33a2b365bba430ac7a8a9ac2c038dfaea4a46360f2414d3;9b986ab755213c095c52b3e40d4baeb3a5d4d85d9cfebd9bc9933e190c0267a7;a1a99f9baf1acb3d2557709d53ed59df9aee4e3a2a9881d1c6aa24bf7b8f5fa1	7	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-B93C6150B2EC	6	IMP-DL-15679DEE8D-S001;IMP-DL-3CA1CB77F7-S001;IMP-DL-E0A96454A5-S001;IMP-M2-1D2863B81A-S001;IMP-M2-D47CB97304-S001;IMP-M2-F08D4144EA-S001	Downloads/theory-of-analysis - Copy.tex;Downloads/theory-of-analysis-numbers.tex;Downloads/theory-of-analysis.tex;MATH-ALLS-2/theory-of-analysis - Copy.tex;MATH-ALLS-2/theory-of-analysis-numbers.tex;MATH-ALLS-2/theory-of-analysis.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-15679DEE8D-P001;IMP-DL-15679DEE8D-P002;IMP-DL-15679DEE8D-P003;IMP-DL-15679DEE8D-P006;IMP-DL-15679DEE8D-P010;IMP-DL-2370D81D66-P013;IMP-DL-2370D81D66-P023;IMP-DL-2370D81D66-P066;IMP-DL-3CA1CB77F7-P001;IMP-DL-3CA1CB77F7-P002;IMP-DL-3CA1CB77F7-P003;IMP-DL-3CA1CB77F7-P004;IMP-DL-3CA1CB77F7-P006;IMP-DL-3CA1CB77F7-P010;IMP-DL-3CA1CB77F7-P014;IMP-DL-3CA1CB77F7-R002721-2C4598EE;IMP-DL-E0A96454A5-P001;IMP-DL-E0A96454A5-P002;IMP-DL-E0A96454A5-P003;IMP-DL-E0A96454A5-P006;IMP-DL-E0A96454A5-P010;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-DL-EAE0F59552-PSR002479-42167B9C;IMP-M2-1D2863B81A-P001;IMP-M2-1D2863B81A-P002;IMP-M2-1D2863B81A-P003;IMP-M2-1D2863B81A-P006;IMP-M2-1D2863B81A-P010;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-7EA9DA1D72-PSR002479-42167B9C;IMP-M2-D036BAB254-P013;IMP-M2-D036BAB254-P023;IMP-M2-D036BAB254-P066;IMP-M2-D47CB97304-P001;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P006;IMP-M2-D47CB97304-P010;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P010;IMP-M2-F08D4144EA-P014;IMP-M2-F08D4144EA-R002721-2C4598EE	21e578c1fd9afa88561493e971873d40a57bb65eb8682563b9302d46aa95ec3b;2356636db074033163255616440cd2fe31e45621ba397772dbee4da5e4278c99;28c2e41fa4b8b946c64a2486bbc1e0d792625a8ef06eabc97c51b03b9e4fd18b;2c4598ee98807e23ef47e6b67718fdbc818d49bcdcc3edb28b685c77b3a59318;3ebbca461141713767120bae3eafddf6e495cf9af4e3185d723a08f5114ee738;42167b9cb160eba77da53c9a03195960126e76b8bc9551d73229e1fa15be042e;5aee21742b4e6aefb922b71c80934ad832cd7c5ae47a2a71e10c79456dbab167;6ab7fe8044927915ea3476fa981f0184168ac57e4258890cd64b2012e9e59bf0;ba886d9ee8dead4ade6cfde94b8ba9880942ad6148439f89f5683be32f03ff7c;d55ff1450a44dc8970351810a1371254b7a77b8c28f7634ce6910d7ea6c50145;fe3f6396f242535ff1c23c43de937e04578835e88e25d4e6d69ccf8b78c2ec86	11	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-BB1FDE3F5EA8	2	IMP-DL-CB3C80FF97-S008;IMP-M2-7B5A4788C1-S008	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-CB3C80FF97-P003;IMP-DL-CB3C80FF97-P004;IMP-DL-CB3C80FF97-P005;IMP-DL-CB3C80FF97-P014;IMP-DL-CB3C80FF97-P015;IMP-DL-CB3C80FF97-P022;IMP-DL-CB3C80FF97-P025;IMP-DL-CB3C80FF97-P044;IMP-M2-7B5A4788C1-P003;IMP-M2-7B5A4788C1-P004;IMP-M2-7B5A4788C1-P005;IMP-M2-7B5A4788C1-P014;IMP-M2-7B5A4788C1-P015;IMP-M2-7B5A4788C1-P022;IMP-M2-7B5A4788C1-P025;IMP-M2-7B5A4788C1-P044	07431c44db28bd1f9b0a2d5300a5d4afc3af095723cb3a79391e98e58e4f6c18;31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4;3419ccce9e35e554f5a62aa1a58c12c4d318e946bab912c8febaca203befd431;342cde71220e8928ead53042a1b221cfcf6617f72bf5ef8a75b3085ef1a9e64b;449740892cd22477295b6e78e817ebd81add9fffb011e62efb975871c36825b8;75768a3fe667d4c594d3328893f0e30d5df14a76d98bc6d29078ffa961b81d9f;c91992cb8eeb57cc6b36dd8307a23e64d5b11235dcc7ccbeeb852c47090d232f;e263aa6156156bbf8355ecb3d76a3c672f0bcd603d1715324ee24f0f480ccfcb	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-C1AF7EA194A7	4	IMP-DL-1068DBED71-S002;IMP-DL-CAA415139D-S002;IMP-M3-F4E66B2919-S002;IMP-M3-FCB1647DD6-S002	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-535B6F59C6-P003;IMP-DL-724FD8B7B1-P003;IMP-DL-724FD8B7B1-P007;IMP-DL-724FD8B7B1-P008;IMP-DL-ACE5A65961-P009;IMP-DL-E1F1BB4192-P007;IMP-M3-0753B8F46B-P003;IMP-M3-0D398C7F27-P001;IMP-M3-0D398C7F27-P002;IMP-M3-0D398C7F27-P003;IMP-M3-0D398C7F27-P007;IMP-M3-251F2514E1-P009	02713ab2ddc2715037252985385d980dde4535716d50a48dd759512f0803ce69;3da980f21b93f05d0c46326b375156672402e71c0b59303f77c1688c43924476;4ec499bb0fc3396402c91d126eefc9a099d4eef9f0717d5ff623f954ccf7bde4;742b127e3b7c33f2c29e743cea2ddf301cf51933df03a42d82535ee7f13c9a1f;cd9d3ed064f9864a20cef5a310cf92a7e26f481bca8ba837e0b374bb2b3ff859;dc6f0314dbe106bf93142769fc4804a8bcddbfcd50388061236e88fb12c03261;e58e8aa38e90e897c67951506db8fbf813e940520ed7081a8b68110f1b9989ce;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;ea727c8ec90c9e731f2afcde32a775d272cbb7072961de226fc647e84569a59d	9	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-C3C90BDDEA5E	2	IMP-DL-9DE2876887-S001;IMP-M2-11069D160E-S001	Downloads/theory-of-complex-analysis-series.tex;MATH-ALLS-2/theory-of-complex-analysis-series.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0A181AC273-P021;IMP-DL-0A181AC273-P023;IMP-DL-9DE2876887-P001;IMP-DL-9DE2876887-P002;IMP-DL-AD9EFCAF62-P018;IMP-DL-AD9EFCAF62-P023;IMP-DL-AD9EFCAF62-P024;IMP-DL-FB19C24E92-P007;IMP-M2-11069D160E-P001;IMP-M2-11069D160E-P002;IMP-M2-7785C781E9-P007;IMP-M2-79778E004E-P018;IMP-M2-79778E004E-P023;IMP-M2-79778E004E-P024;IMP-M2-80AFB5AE64-P021;IMP-M2-80AFB5AE64-P023	04a4d2eba6b2b75dab5c0fa6cc2e09c9d098f633a4a304ee064b1c0a47cf5dc1;354666cb524e0a5823f11c10cbba19777b812bb271932fb6780878fc52912ae9;3c9ab00fb8f78e0de30298bd2cc1fd09347fc8aa2a07cbc2cc780df729b0bdfd;427d190f62b54c2084d3532e76b1572719b054499dd74fd6e530ebdb1edf84f1;5f04190e3a490ae49c0c0d745ace64a547a5de815bb4d871709f3b854653e840;874f24b53ed1daa96c27500446336c44c04c963ecb229471dd0ba9e16d09aaa7;f735538b4e73bf85330bfd8ac2b7cbe34fb6848783bbcdb2a677fc9fe5fd48f7;fc0bfe92782ea1b6fac146da03a73a7b7c64ac29ba11851806821704534bf47d	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-C8093323C4B4	2	IMP-DL-AE41E61130-S004;IMP-M2-22F064D6B8-S004	Downloads/exercise_4_solutions (1).tex;MATH-ALLS-2/exercise_4_solutions (1).tex	UNRESOLVED_NUMBERING_MISMATCH	IMP-DL-AE41E61130-P003;IMP-DL-AE41E61130-P004;IMP-M2-22F064D6B8-P003;IMP-M2-22F064D6B8-P004	0a3b7c3ca7bdf147d1eb12600a5be5de7555357ec9ccfa2083536e8971b34bad;be1e03c64bf9a16b34514d6471c5034b2c5b7017fc2353385b3d5b26a56a5874	2	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-CC3D2F5A621D	6	IMP-DL-15679DEE8D-S003;IMP-DL-3CA1CB77F7-S003;IMP-DL-E0A96454A5-S003;IMP-M2-1D2863B81A-S003;IMP-M2-D47CB97304-S003;IMP-M2-F08D4144EA-S003	Downloads/theory-of-analysis - Copy.tex;Downloads/theory-of-analysis-numbers.tex;Downloads/theory-of-analysis.tex;MATH-ALLS-2/theory-of-analysis - Copy.tex;MATH-ALLS-2/theory-of-analysis-numbers.tex;MATH-ALLS-2/theory-of-analysis.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-15679DEE8D-P001;IMP-DL-15679DEE8D-P002;IMP-DL-15679DEE8D-P003;IMP-DL-15679DEE8D-P004;IMP-DL-15679DEE8D-P006;IMP-DL-15679DEE8D-P007;IMP-DL-3CA1CB77F7-P001;IMP-DL-3CA1CB77F7-P002;IMP-DL-3CA1CB77F7-P003;IMP-DL-3CA1CB77F7-P004;IMP-DL-3CA1CB77F7-P006;IMP-DL-3CA1CB77F7-P007;IMP-DL-3CA1CB77F7-P009;IMP-DL-3CA1CB77F7-P010;IMP-DL-E0A96454A5-P001;IMP-DL-E0A96454A5-P002;IMP-DL-E0A96454A5-P003;IMP-DL-E0A96454A5-P004;IMP-DL-E0A96454A5-P006;IMP-DL-E0A96454A5-P007;IMP-DL-E0A96454A5-P009;IMP-DL-E0A96454A5-P010;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-1D2863B81A-P001;IMP-M2-1D2863B81A-P002;IMP-M2-1D2863B81A-P003;IMP-M2-1D2863B81A-P004;IMP-M2-1D2863B81A-P006;IMP-M2-1D2863B81A-P007;IMP-M2-1D2863B81A-P009;IMP-M2-1D2863B81A-P010;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P001;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P004;IMP-M2-D47CB97304-P006;IMP-M2-D47CB97304-P007;IMP-M2-F08D4144EA-P001;IMP-M2-F08D4144EA-P002;IMP-M2-F08D4144EA-P003;IMP-M2-F08D4144EA-P004;IMP-M2-F08D4144EA-P006;IMP-M2-F08D4144EA-P007;IMP-M2-F08D4144EA-P009;IMP-M2-F08D4144EA-P010	052f0120dbff5961d1808442323dddc29a97b35d21a57b43a8f1a5fded33bb2d;21e578c1fd9afa88561493e971873d40a57bb65eb8682563b9302d46aa95ec3b;2356636db074033163255616440cd2fe31e45621ba397772dbee4da5e4278c99;37265362bb2ed94dc1a3301a24d97e1b3522557554eebea76aa24d441feedde1;5aee21742b4e6aefb922b71c80934ad832cd7c5ae47a2a71e10c79456dbab167;6ab7fe8044927915ea3476fa981f0184168ac57e4258890cd64b2012e9e59bf0;ba886d9ee8dead4ade6cfde94b8ba9880942ad6148439f89f5683be32f03ff7c;d55ff1450a44dc8970351810a1371254b7a77b8c28f7634ce6910d7ea6c50145	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-CE63E5676102	2	IMP-DL-14663C23F1-S004;IMP-M2-155017A9AF-S004	Downloads/theory-of-geometry-III.tex;MATH-ALLS-2/theory-of-geometry-III.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0EB9CBD958-P036;IMP-DL-14663C23F1-R001264-06242D7A;IMP-DL-7A55205E2C-P007;IMP-DL-A470D9BACB-P015;IMP-DL-D4351A3BBD-P033;IMP-DL-E88547CF67-P020;IMP-M2-155017A9AF-R001264-06242D7A;IMP-M2-2850FB9A8A-P015;IMP-M2-2D41E1011A-P007;IMP-M2-721AD91C7F-P033;IMP-M2-80D8AED0FF-P020;IMP-M2-F4C85D52DC-P036	00265911e68474c97ba6d8b23b298edfb33df8be80e2faf4288d1f2738a3e446;003360ec8cb37eae4416305be90d0ad3227267be7edc112cc0631de0744f39d2;06242d7a1c4d85c1f4e1b282be3a4f75f49a755dd549a7179eb661cdc1caed7d;4bfd3e8977d4dc9a8b3234752053f14babdaad907a524a33af700869dc25b967;862807194ef6d73765cbb44a6f49638d3e2ce3d20407c801acfdc0a4ccf288bc;af6f1b916840c1422f971d13279365d3f372558238e117572dc6f45bb0eb655e	6	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-CF0189361804	4	IMP-DL-3C59D9EE8B-S001;IMP-DL-40E9B7EE44-S001;IMP-M3-17140B7F4C-S001;IMP-M3-D1A916E0DD-S001	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-3C59D9EE8B-P006;IMP-DL-3C59D9EE8B-P024;IMP-DL-3C59D9EE8B-P025;IMP-DL-3C59D9EE8B-P088;IMP-DL-3C59D9EE8B-P110;IMP-DL-40E9B7EE44-P006;IMP-DL-40E9B7EE44-P007;IMP-DL-40E9B7EE44-P008;IMP-DL-40E9B7EE44-P011;IMP-M3-17140B7F4C-P006;IMP-M3-17140B7F4C-P007;IMP-M3-17140B7F4C-P008;IMP-M3-17140B7F4C-P011;IMP-M3-D1A916E0DD-P006;IMP-M3-D1A916E0DD-P024;IMP-M3-D1A916E0DD-P025;IMP-M3-D1A916E0DD-P088;IMP-M3-D1A916E0DD-P110	0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e;0cb026ee1834a953d627c8b4ed2b8c3f8461333b0c4fc0e04163ff7587131523;2300acad0d220f024e5aafdb33dad4c78eda6830670d65100529a5b743604f29;9a2bf2c983f4ab3d8d9db2e5a95d1d73bb2073e71e7db8c9e80283e3285e7677;e49221da98b67a8b214cede951f686ddf77984a5c8fd67ce37d350042acd61ed;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;efb86b28aca0d431b111975c48163511ca44cebaba71b490580da23d6275cfbb	7	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-D2D9EC3193A9	2	IMP-DL-D4351A3BBD-S005;IMP-M2-721AD91C7F-S005	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0EB9CBD958-PSR005364-65272D41;IMP-DL-14663C23F1-P003;IMP-DL-40BD8D3E26-P007;IMP-DL-7A55205E2C-P003;IMP-DL-E88547CF67-R001262-12CA33D2;IMP-M2-0384991A85-P007;IMP-M2-155017A9AF-P003;IMP-M2-2D41E1011A-P003;IMP-M2-80D8AED0FF-R001262-12CA33D2;IMP-M2-F4C85D52DC-PSR005364-65272D41	12ca33d21b1d2ca2582b602c9bc8e19548468e965be86ec679399315d16ec2b1;162109840cb822e44b67a8408fec5f90e3526ea506994cd24ac879e044062fed;44dde9b1cf1cfae2e14003bc02444bba148b085d850c0c7d877cf92f315dc697;52cc7610cae57f2e5a4ec63f62bbb4bf44d855a2e2bacac5b914640474ca3d0b;65272d41853f181cbe804f4dce3a1e23e9a646273a7f7048a1e62a218e7b1d51	5	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-DC428356191D	2	IMP-DL-CB3C80FF97-S012;IMP-M2-7B5A4788C1-S012	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-CB3C80FF97-P001;IMP-DL-CB3C80FF97-P003;IMP-DL-CB3C80FF97-P013;IMP-DL-CB3C80FF97-P014;IMP-DL-CB3C80FF97-P015;IMP-DL-CB3C80FF97-P018;IMP-DL-CB3C80FF97-P022;IMP-DL-CB3C80FF97-P044;IMP-M2-7B5A4788C1-P001;IMP-M2-7B5A4788C1-P003;IMP-M2-7B5A4788C1-P013;IMP-M2-7B5A4788C1-P014;IMP-M2-7B5A4788C1-P015;IMP-M2-7B5A4788C1-P018;IMP-M2-7B5A4788C1-P022;IMP-M2-7B5A4788C1-P044	31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4;342cde71220e8928ead53042a1b221cfcf6617f72bf5ef8a75b3085ef1a9e64b;449740892cd22477295b6e78e817ebd81add9fffb011e62efb975871c36825b8;59d4f972d51938f29167d699e397d734abf6185310f18c589d25a53c0e16ac16;669470c3ce8864779f8cc856513cb010fba6593fd94364c0727fcb44b81615a1;c91992cb8eeb57cc6b36dd8307a23e64d5b11235dcc7ccbeeb852c47090d232f;defc68843894582bd387cbc9a6f510ccf432326874e4421335e19b58c53133df;e263aa6156156bbf8355ecb3d76a3c672f0bcd603d1715324ee24f0f480ccfcb	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
