orphan_semantic_unit_id	member_count	member_solution_ids	source_files	statuses	candidate_problem_ids	candidate_statement_hashes	distinct_candidate_statement_count	editorial_action
SOLSEM-46C35180713E	2	IMP-DL-EAE0F59552-S012;IMP-M2-7EA9DA1D72-S012	Downloads/theory-of-analysis-topology.tex;MATH-ALLS-2/theory-of-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-38CE6DEB56-P049;IMP-DL-3C59D9EE8B-P093;IMP-DL-40E9B7EE44-R003250-00B03F59;IMP-DL-D18914CBBD-P017;IMP-DL-E1F1BB4192-R004333-00B03F59;IMP-M3-0D398C7F27-R004333-00B03F59;IMP-M3-17140B7F4C-R003250-00B03F59;IMP-M3-D19BB3C803-P049;IMP-M3-D1A916E0DD-P093	00b03f59d1db1fe6893710085fccce79b6ea3b0868cd3119780e8a8d61a90070;3bf79e170daf9fa09f054798e2f524039640598c874b330a773d92ff767c0034;9e25d81d46c4d8396d07b2ceeb4b1ff977ddc309f5939812d1fc20a68172d591	3	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-4B7DD35EDC5C	2	IMP-DL-0A181AC273-S001;IMP-M2-80AFB5AE64-S001	Downloads/theory-of-complex-analysis.tex;MATH-ALLS-2/theory-of-complex-analysis.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0A181AC273-P004;IMP-DL-0A181AC273-P005;IMP-DL-0A181AC273-P006;IMP-DL-0A181AC273-P015;IMP-DL-0A181AC273-P025;IMP-DL-0A181AC273-P035;IMP-DL-FB19C24E92-P006;IMP-DL-FB19C24E92-P007;IMP-M2-7785C781E9-P006;IMP-M2-7785C781E9-P007;IMP-M2-80AFB5AE64-P004;IMP-M2-80AFB5AE64-P005;IMP-M2-80AFB5AE64-P006;IMP-M2-80AFB5AE64-P015;IMP-M2-80AFB5AE64-P025;IMP-M2-80AFB5AE64-P035	13604320d4852544563538fc924fca7e88af11851c55bacfc22d46d079b13c23;38184a77e66b982d176e3da606cb5d5c2e0f19407b4988f55382e12cc2b49844;65029011f0b34bb0fc935520746f304347a29105fc926f435de9f0a133ff79ec;9161bdade535e9f848171a789b26aea6cda06c19ca38e1a79fed68746d535068;b7836e94c0a9ce32e1f673fe150a723a3e5260a3670d8fe5a8700985505a301f;b7fd8aff20bcc8c0e5d63f3858bc6919f36631eb4899db7418422bc8a93bb123;f19b943bf7a61eea1eb554f53f345c23a5b83f7744fd2ebda32236fc26774e35;f735538b4e73bf85330bfd8ac2b7cbe34fb6848783bbcdb2a677fc9fe5fd48f7	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-5110E28B6D24	2	IMP-DL-F77C60E8D1-S007;IMP-M2-09C070ED26-S007	Downloads/theory-of-complex-analysis-next2.tex;MATH-ALLS-2/theory-of-complex-analysis-next2.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0A181AC273-P031;IMP-DL-0A181AC273-P038;IMP-DL-AD9EFCAF62-P007;IMP-DL-F77C60E8D1-P001;IMP-DL-F77C60E8D1-P002;IMP-DL-F77C60E8D1-P003;IMP-DL-F77C60E8D1-P005;IMP-DL-F77C60E8D1-P007;IMP-M2-09C070ED26-P001;IMP-M2-09C070ED26-P002;IMP-M2-09C070ED26-P003;IMP-M2-09C070ED26-P005;IMP-M2-09C070ED26-P007;IMP-M2-79778E004E-P007;IMP-M2-79778E004E-P014;IMP-M2-80AFB5AE64-P031	053e9e0ffcaaadb30617727fa07fd52c96a580c3bec775825591687b52882690;08c4b53d5af23abafc322beab242c745c9e4f1cc996c19f3968d8f4722ddaa0a;129c112776d7ca6637e16def9ff9d5b73f253352a07008f8f3aad3acf7ebade8;90b82c334ff161804d476f6e66ee38a4933bf29bf195d2b506c8240ea3e32bbc;a22dfa63fb51bb5211c6d2602d18bd83bfe4469d7077a1cb8aa73a3657663556;ba0e2e034426c3942e049695baad0912ecd530af8adcb05d7397936b8858935e;fc6496592f8389c4b0a65f5db8bf05bc7c4b16ed757bec50d916c23c2f5708d4	7	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-561D796840F3	2	IMP-DL-AE41E61130-S002;IMP-M2-22F064D6B8-S002	Downloads/exercise_4_solutions (1).tex;MATH-ALLS-2/exercise_4_solutions (1).tex	UNRESOLVED_NUMBERING_MISMATCH			0	LOCATE_COMPANION_STATEMENT_OR_MARK_ORPHAN
SOLSEM-59AC70264CDC	4	IMP-DL-1068DBED71-S003;IMP-DL-CAA415139D-S003;IMP-M3-F4E66B2919-S003;IMP-M3-FCB1647DD6-S003	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-724FD8B7B1-P010;IMP-DL-ACE5A65961-P002;IMP-DL-ACE5A65961-P009;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P010;IMP-DL-FD5C2608DA-P006;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P010;IMP-M3-251F2514E1-P002;IMP-M3-251F2514E1-P009;IMP-M3-51E6A44D55-P010;IMP-M3-F5BFB39338-P006	742b127e3b7c33f2c29e743cea2ddf301cf51933df03a42d82535ee7f13c9a1f;9a2bf2c983f4ab3d8d9db2e5a95d1d73bb2073e71e7db8c9e80283e3285e7677;af2e2416b1f174f1c3644ca70fb8eb5d9f5082976c6431eae1c9535f49e26e66;c3d4650c56a246a270f934ee2c8f3bcce34dcee1ba2f899b21c77f8b6c3203ef;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;f622a55b43f5ad93888207cae7fe27dcf646634ee43d8abf1899433b4025b59b	6	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-5AAAE28620F2	4	IMP-DL-1068DBED71-S009;IMP-DL-CAA415139D-S009;IMP-M3-F4E66B2919-S009;IMP-M3-FCB1647DD6-S009	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-1068DBED71-P011;IMP-DL-1068DBED71-P014;IMP-DL-1068DBED71-P015;IMP-DL-1068DBED71-P016;IMP-DL-1068DBED71-P017;IMP-DL-1068DBED71-P020;IMP-DL-1068DBED71-P059;IMP-DL-CAA415139D-P011;IMP-DL-CAA415139D-P014;IMP-DL-CAA415139D-P015;IMP-DL-CAA415139D-P016;IMP-DL-CAA415139D-P017;IMP-DL-CAA415139D-P020;IMP-DL-CAA415139D-P059;IMP-DL-E1F1BB4192-P011;IMP-M3-0D398C7F27-P011;IMP-M3-F4E66B2919-P011;IMP-M3-F4E66B2919-P014;IMP-M3-F4E66B2919-P015;IMP-M3-F4E66B2919-P016;IMP-M3-F4E66B2919-P017;IMP-M3-F4E66B2919-P020;IMP-M3-F4E66B2919-P059;IMP-M3-FCB1647DD6-P011;IMP-M3-FCB1647DD6-P014;IMP-M3-FCB1647DD6-P015;IMP-M3-FCB1647DD6-P016;IMP-M3-FCB1647DD6-P017;IMP-M3-FCB1647DD6-P020;IMP-M3-FCB1647DD6-P059	4cd708ddd57a7aff12079289cbe3402afa29217b5da84df3d0a57ffe46333f9a;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;5b274109062835a1bdf3cc827e9ecf7bb0d0d5039bf5cebc6e732df382fb1e08;95f990e2c475094e91914c8b1165b623ae873e09bdd2f783b395b2d110145896;d4461a0d92e700decf9eef941930fb12b29df2b813a2fc5abe8564eaf3f87ac7;d8f257358a55280416bf43123a06cef3c1a10fa7aa2ce0329082be6128db2c18;dac4fecc8c3fb39c9e145ccd43ab83b6e3106f25839ff81e56d2f00b9d801578;ef19b1dbf705046fbc8df6432eca5e607529ee174ea36bf4c21f6355ca3fde77	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-6E826C9510F1	6	IMP-DL-3C59D9EE8B-S003;IMP-DL-40E9B7EE44-S003;IMP-DL-E1F1BB4192-S003;IMP-M3-0D398C7F27-S003;IMP-M3-17140B7F4C-S003;IMP-M3-D1A916E0DD-S003	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-3C59D9EE8B-P006;IMP-DL-3C59D9EE8B-P031;IMP-DL-3C59D9EE8B-P061;IMP-DL-3C59D9EE8B-P063;IMP-DL-3C59D9EE8B-P088;IMP-DL-3C59D9EE8B-P091;IMP-DL-40E9B7EE44-P003;IMP-DL-40E9B7EE44-P006;IMP-DL-40E9B7EE44-P007;IMP-DL-40E9B7EE44-P008;IMP-DL-40E9B7EE44-P011;IMP-DL-40E9B7EE44-P012;IMP-DL-ACE5A65961-P002;IMP-DL-E1F1BB4192-P001;IMP-DL-E1F1BB4192-P003;IMP-DL-E1F1BB4192-P006;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P008;IMP-DL-E1F1BB4192-P010;IMP-DL-E1F1BB4192-P011;IMP-M3-0D398C7F27-P001;IMP-M3-0D398C7F27-P003;IMP-M3-0D398C7F27-P006;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P008;IMP-M3-0D398C7F27-P010;IMP-M3-0D398C7F27-P011;IMP-M3-17140B7F4C-P003;IMP-M3-17140B7F4C-P006;IMP-M3-17140B7F4C-P007;IMP-M3-17140B7F4C-P008;IMP-M3-17140B7F4C-P011;IMP-M3-17140B7F4C-P012;IMP-M3-251F2514E1-P002;IMP-M3-D1A916E0DD-P006;IMP-M3-D1A916E0DD-P031;IMP-M3-D1A916E0DD-P061;IMP-M3-D1A916E0DD-P063;IMP-M3-D1A916E0DD-P088;IMP-M3-D1A916E0DD-P091	01a65ef054e5c205c68ae19f5a3e1d679fff7d8d918699852978f07fe084ea16;0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;97f5c474b4c3ac3bd9da1088860176e249cb71e9aae1968f5152a6f8e2b3959f;9a2bf2c983f4ab3d8d9db2e5a95d1d73bb2073e71e7db8c9e80283e3285e7677;b2f52cedab21f710d32d78dc4d3b037749763a1071815315988b7703d7cd783f;cd9d3ed064f9864a20cef5a310cf92a7e26f481bca8ba837e0b374bb2b3ff859;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;ea727c8ec90c9e731f2afcde32a775d272cbb7072961de226fc647e84569a59d;efb86b28aca0d431b111975c48163511ca44cebaba71b490580da23d6275cfbb;f622a55b43f5ad93888207cae7fe27dcf646634ee43d8abf1899433b4025b59b	11	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-7289CDF2AD18	2	IMP-DL-CB3C80FF97-S006;IMP-M2-7B5A4788C1-S006	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-CB3C80FF97-P004;IMP-DL-CB3C80FF97-P005;IMP-DL-CB3C80FF97-P014;IMP-DL-CB3C80FF97-P016;IMP-DL-CB3C80FF97-P021;IMP-DL-CB3C80FF97-P024;IMP-DL-CB3C80FF97-P026;IMP-DL-CB3C80FF97-P044;IMP-M2-7B5A4788C1-P004;IMP-M2-7B5A4788C1-P005;IMP-M2-7B5A4788C1-P014;IMP-M2-7B5A4788C1-P016;IMP-M2-7B5A4788C1-P021;IMP-M2-7B5A4788C1-P024;IMP-M2-7B5A4788C1-P026;IMP-M2-7B5A4788C1-P044	07431c44db28bd1f9b0a2d5300a5d4afc3af095723cb3a79391e98e58e4f6c18;0d8b237e846ac2ea0ff002054e40c1012cf9e712d1cce112f59652ddf81e3f79;1943f7f33d26ceba2620e28cae0e7f780915bb9b55144c1fc589a683d8b1c01e;31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4;3419ccce9e35e554f5a62aa1a58c12c4d318e946bab912c8febaca203befd431;390719f48779f7e9167742b5bd70c6703468cd062b77b41fb03fe083a734ac9d;b8a4cb4dd5831258c95d75784b24aad49778ab66a62f9a38dd24969ee04b06b1;e263aa6156156bbf8355ecb3d76a3c672f0bcd603d1715324ee24f0f480ccfcb	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-84D127DAD6CD	4	IMP-DL-1068DBED71-S011;IMP-DL-CAA415139D-S011;IMP-M3-F4E66B2919-S011;IMP-M3-FCB1647DD6-S011	Downloads/theory-of-commutative-algebra-10.tex;Downloads/theory-of-commutative-algebra-9.tex;MATH_ALLS-3/theory-of-commutative-algebra-10.tex;MATH_ALLS-3/theory-of-commutative-algebra-9.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-1068DBED71-P010;IMP-DL-1068DBED71-P068;IMP-DL-1068DBED71-P073;IMP-DL-4DEBE28720-P031;IMP-DL-CAA415139D-P010;IMP-DL-CAA415139D-P068;IMP-DL-CAA415139D-P073;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P011;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P011;IMP-M3-8E395763C8-P031;IMP-M3-F4E66B2919-P010;IMP-M3-F4E66B2919-P068;IMP-M3-F4E66B2919-P073;IMP-M3-FCB1647DD6-P010;IMP-M3-FCB1647DD6-P068;IMP-M3-FCB1647DD6-P073	39995a2e924fb3505b9b5e84825c1dee556ac2fafaf24676896e4f8779895ba8;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;545a55f64703bb924dba95b3965b93d4ba8b249666f1b03724189e97120b775a;7930f43642ae186a9caf26e7815b73823af68723cfae5283d1fa83d2634cc3c6;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;fbf4e59ebd2d29cf936934add276ed871d8d75cebb0e2768f2e29db37d8db6e6	6	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-8537456DF531	2	IMP-DL-4A78994322-S002;IMP-M2-40596E1FB5-S002	Downloads/theory-of-complex-analysis-gamma.tex;MATH-ALLS-2/theory-of-complex-analysis-gamma.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0A181AC273-P005;IMP-DL-0A181AC273-P018;IMP-DL-0A181AC273-P021;IMP-DL-0A181AC273-P025;IMP-DL-0A181AC273-P041;IMP-DL-4A78994322-P001;IMP-DL-AD9EFCAF62-P017;IMP-DL-AD9EFCAF62-P018;IMP-M2-40596E1FB5-P001;IMP-M2-79778E004E-P001;IMP-M2-79778E004E-P017;IMP-M2-79778E004E-P018;IMP-M2-80AFB5AE64-P005;IMP-M2-80AFB5AE64-P018;IMP-M2-80AFB5AE64-P021;IMP-M2-80AFB5AE64-P041	1d0fc161b73072eb53e5460a7756c6f4ba968ea1b24167f38fcfc5387f098e2e;354666cb524e0a5823f11c10cbba19777b812bb271932fb6780878fc52912ae9;38184a77e66b982d176e3da606cb5d5c2e0f19407b4988f55382e12cc2b49844;5988d53d7adda241be7f0d55908919e52ce9721f378a02807f4d1f7fdb2a11c0;65029011f0b34bb0fc935520746f304347a29105fc926f435de9f0a133ff79ec;874f24b53ed1daa96c27500446336c44c04c963ecb229471dd0ba9e16d09aaa7;fe10372050f9fe266cbbe3afcffbc6c7dc760d59d3b9d3172b9468435fd5501a	7	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-88D5C8262602	6	IMP-DL-3C59D9EE8B-S002;IMP-DL-40E9B7EE44-S002;IMP-DL-E1F1BB4192-S002;IMP-M3-0D398C7F27-S002;IMP-M3-17140B7F4C-S002;IMP-M3-D1A916E0DD-S002	Downloads/theory-of-commutative-algebra-5-professional-v2.tex;Downloads/theory-of-commutative-algebra-5-professional.tex;Downloads/theory-of-commutative-algebra-5.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;MATH_ALLS-3/theory-of-commutative-algebra-5-professional.tex;MATH_ALLS-3/theory-of-commutative-algebra-5.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-3C59D9EE8B-P006;IMP-DL-3C59D9EE8B-P027;IMP-DL-3C59D9EE8B-P031;IMP-DL-3C59D9EE8B-P062;IMP-DL-3C59D9EE8B-P063;IMP-DL-40E9B7EE44-P003;IMP-DL-40E9B7EE44-P006;IMP-DL-40E9B7EE44-P007;IMP-DL-40E9B7EE44-P008;IMP-DL-724FD8B7B1-P010;IMP-DL-ACE5A65961-P002;IMP-DL-E1F1BB4192-P001;IMP-DL-E1F1BB4192-P002;IMP-DL-E1F1BB4192-P003;IMP-DL-E1F1BB4192-P006;IMP-DL-E1F1BB4192-P007;IMP-DL-E1F1BB4192-P008;IMP-DL-E1F1BB4192-P011;IMP-M3-0D398C7F27-P001;IMP-M3-0D398C7F27-P003;IMP-M3-0D398C7F27-P006;IMP-M3-0D398C7F27-P007;IMP-M3-0D398C7F27-P008;IMP-M3-0D398C7F27-P011;IMP-M3-17140B7F4C-P003;IMP-M3-17140B7F4C-P006;IMP-M3-17140B7F4C-P007;IMP-M3-17140B7F4C-P008;IMP-M3-251F2514E1-P002;IMP-M3-D1A916E0DD-P006;IMP-M3-D1A916E0DD-P027;IMP-M3-D1A916E0DD-P031;IMP-M3-D1A916E0DD-P062;IMP-M3-D1A916E0DD-P063	01a65ef054e5c205c68ae19f5a3e1d679fff7d8d918699852978f07fe084ea16;02713ab2ddc2715037252985385d980dde4535716d50a48dd759512f0803ce69;0814fccf1ce8f7e7f7e05f1573465c56fda01d02db842ba11d2c8194a420e26e;4eaac68d5f21ed0f03ccfe177daa0641165cf663de8751a44a1bc9f0b9b02e4e;854fe26facade7ce533e1e1e0125c6eb9b48bd15e7f19667988c4dde40bc2654;9667869c099c1a7b9b98f92f0be68fde58a219f0ccefe21d194d2c0175a63456;b2f52cedab21f710d32d78dc4d3b037749763a1071815315988b7703d7cd783f;c3d4650c56a246a270f934ee2c8f3bcce34dcee1ba2f899b21c77f8b6c3203ef;cd9d3ed064f9864a20cef5a310cf92a7e26f481bca8ba837e0b374bb2b3ff859;e99e76670b92d486b635cb6f2f6e651b9af7fdf1d27a923ba980ad4797ba658d;ea727c8ec90c9e731f2afcde32a775d272cbb7072961de226fc647e84569a59d;efb86b28aca0d431b111975c48163511ca44cebaba71b490580da23d6275cfbb;f622a55b43f5ad93888207cae7fe27dcf646634ee43d8abf1899433b4025b59b	13	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-8C64B3E5FE56	2	IMP-DL-AE41E61130-S003;IMP-M2-22F064D6B8-S003	Downloads/exercise_4_solutions (1).tex;MATH-ALLS-2/exercise_4_solutions (1).tex	UNRESOLVED_NUMBERING_MISMATCH	IMP-DL-11EDF39EA7-P012;IMP-DL-11EDF39EA7-P013;IMP-DL-11EDF39EA7-P014;IMP-M2-68556E3D88-P012;IMP-M2-68556E3D88-P013;IMP-M2-68556E3D88-P014	1b200f8fa8e5ba97afbe033aeb2b4ccd1e29a1ee3c576eb7934f1fc90fe5a626;1f642a7b28276e96be473d20bddf158afb83ed5561cf093e291ef49900782e1e;6cd3f9b4fafd6de1242319232bc9effa5d4b78fc2e39b12ae74d87adfaa16973	3	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-8E73EDBB9A23	2	IMP-DL-117191C0EC-S002;IMP-M2-40A546CAA2-S002	Downloads/theory-of-analysis-topics.tex;MATH-ALLS-2/theory-of-analysis-topics.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-117191C0EC-P001;IMP-DL-117191C0EC-P008;IMP-DL-117191C0EC-P016;IMP-DL-117191C0EC-P021;IMP-DL-117191C0EC-P053;IMP-DL-117191C0EC-P056;IMP-DL-117191C0EC-P061;IMP-DL-117191C0EC-P062;IMP-M2-40A546CAA2-P001;IMP-M2-40A546CAA2-P008;IMP-M2-40A546CAA2-P016;IMP-M2-40A546CAA2-P021;IMP-M2-40A546CAA2-P053;IMP-M2-40A546CAA2-P056;IMP-M2-40A546CAA2-P061;IMP-M2-40A546CAA2-P062	08b6e0b9e543d49a864d209d6b0514566277236b9a3689341d86565702bfd37d;178b629ff10ef890c5c88a539a4909a2cf2a7e952db9c1d1bc1e3e52fbf62218;41de55b8cd751ac5fdb812d178924d9fe9e640c35d5314e2911862f1409231f1;47f21a36ee3f65f43a09e22b96eeec0a4f4fcba010fc5485c32bd78da20c88a3;4d2e53ecd9569c4fd6b9bae9793c12bb79225ab746b20d43f31898d32c27d3b6;7d5d14c3232693c444b1df134beedb26d167f9601ffe2e17f839cbae0d54688f;8694eb6b3886dcc5e8ed111beb1519d7a433e474556c8323f32c4d48318ca342;c6b2755aa7f6dc43adde00b8a3fef2dd4f04279457c8c099bff0a0dbacde14d4	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-915565817DA3	2	IMP-DL-D4351A3BBD-S012;IMP-M2-721AD91C7F-S012	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-D4351A3BBD-P001;IMP-DL-D4351A3BBD-P002;IMP-DL-D4351A3BBD-P005;IMP-DL-D4351A3BBD-P011;IMP-DL-D4351A3BBD-P031;IMP-DL-D4351A3BBD-P034;IMP-DL-D4351A3BBD-P035;IMP-DL-E88547CF67-P018;IMP-M2-721AD91C7F-P001;IMP-M2-721AD91C7F-P002;IMP-M2-721AD91C7F-P005;IMP-M2-721AD91C7F-P011;IMP-M2-721AD91C7F-P031;IMP-M2-721AD91C7F-P034;IMP-M2-721AD91C7F-P035;IMP-M2-80D8AED0FF-P018	0bd7ba2f6fca194d28c5f37a2e73884e0bc387929feb9a6e071ea2b0e8538322;6064116c59f4a800b76309671f60f2b371992bbab897998db5b0535cf09eee58;c1c6718938f178fa6753fb9522deb6a0033c58346e1171a5e52066a575fc8cf5;e0b8290840cd47501d152e5d65a6eea40422ba5e51e24e95b262078b882f211c;e6163907f56fda5c36a733a4f89dd9965815057e9d1a75f20cde1b076a1aeb44;ed76f9c6f9d7889b47dcde6c673d78a536229a15ae4b6622df7f55d80ec090af;ee44669c7829e12f95ad5da130a9e00b5119ba62d1a3e0e848116de27d98a7f8;f5f4142c72cd5b232d110e4819a43bc38e1f117d5255a545d4aacf58fa4bcb9e	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-958B53520F81	2	IMP-DL-D4351A3BBD-S004;IMP-M2-721AD91C7F-S004	Downloads/theory-of-geometry-IV.tex;MATH-ALLS-2/theory-of-geometry-IV.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-0EB9CBD958-P010;IMP-DL-0EB9CBD958-PSR005095-8C10C036;IMP-DL-7A55205E2C-P002;IMP-DL-98972A6B93-R003395-D9B81AC5;IMP-DL-A470D9BACB-P027;IMP-DL-E88547CF67-P016;IMP-M2-2850FB9A8A-P027;IMP-M2-2D41E1011A-P002;IMP-M2-355EA0996F-R003395-D9B81AC5;IMP-M2-80D8AED0FF-P016;IMP-M2-F4C85D52DC-P010;IMP-M2-F4C85D52DC-PSR005095-8C10C036	1d8d1938685005ec228c38493f3d940cc1840d76d97ada6c0597efc27a2e632d;2bbd85bd486bc7b61c24a6fd6c09943e9732487d60da726e1177939f7c8382b7;2c635146a821744b012f4771cda9c9bccc9e0acbc32b4f6f1065b50bace06368;8c10c0365ac162baa33a2b365bba430ac7a8a9ac2c038dfaea4a46360f2414d3;a1a99f9baf1acb3d2557709d53ed59df9aee4e3a2a9881d1c6aa24bf7b8f5fa1;d9b81ac5be4fbaa85c520d53c7ca6fbcd239e795df6a6425bdd2104369e77ff3	6	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-9E20A3B8BA92	2	IMP-DL-11EDF39EA7-S001;IMP-M2-68556E3D88-S001	Downloads/theory-of-analysis-FD2.tex;MATH-ALLS-2/theory-of-analysis-FD2.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-11EDF39EA7-P005;IMP-DL-11EDF39EA7-P009;IMP-DL-11EDF39EA7-P018;IMP-DL-11EDF39EA7-P031;IMP-DL-11EDF39EA7-P039;IMP-DL-2370D81D66-P014;IMP-DL-2370D81D66-P066;IMP-DL-2370D81D66-P068;IMP-M2-68556E3D88-P005;IMP-M2-68556E3D88-P009;IMP-M2-68556E3D88-P018;IMP-M2-68556E3D88-P031;IMP-M2-68556E3D88-P039;IMP-M2-D036BAB254-P014;IMP-M2-D036BAB254-P066;IMP-M2-D036BAB254-P068	28c2e41fa4b8b946c64a2486bbc1e0d792625a8ef06eabc97c51b03b9e4fd18b;35f51941e263b7709178252244ceccf2df70c9e4379ee42b65b5e327f270933d;3614a78f5f4403b501a98fb8798852f44b4aa4fec8eb704bd4be4165fc116e52;4085a8aa9ed56c17bc5be98814ffe0e8ee6f711e4f00dad9d796442a405a54f4;6adf3ff2435db15399357118360fdb1758a7d984a64d7a541d15cadcb8436b68;7d9fc9cea10a8c93fa92b89219811fffc14d0c5b59525b363300674bf3fbcccd;84d7296fa0c7fdfbf3359ed601f5e636376b9e03e5665cf4fbe11525d6399ac2;bb960384a9aba4280ce349345b8a6dc4d289f41ae4f32470c7138a3a2aa9df76	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
SOLSEM-AE243A62188D	2	IMP-DL-CB3C80FF97-S017;IMP-M2-7B5A4788C1-S017	Downloads/theory-of-complex-analysis-topology.tex;MATH-ALLS-2/theory-of-complex-analysis-topology.tex	UNRESOLVED_AMBIGUOUS	IMP-DL-CB3C80FF97-P001;IMP-DL-CB3C80FF97-P002;IMP-DL-CB3C80FF97-P003;IMP-DL-CB3C80FF97-P004;IMP-DL-CB3C80FF97-P005;IMP-DL-CB3C80FF97-P022;IMP-DL-CB3C80FF97-P024;IMP-DL-CB3C80FF97-P044;IMP-M2-7B5A4788C1-P001;IMP-M2-7B5A4788C1-P002;IMP-M2-7B5A4788C1-P003;IMP-M2-7B5A4788C1-P004;IMP-M2-7B5A4788C1-P005;IMP-M2-7B5A4788C1-P022;IMP-M2-7B5A4788C1-P024;IMP-M2-7B5A4788C1-P044	07431c44db28bd1f9b0a2d5300a5d4afc3af095723cb3a79391e98e58e4f6c18;0d8b237e846ac2ea0ff002054e40c1012cf9e712d1cce112f59652ddf81e3f79;31ee84f05559b0f3d2871a6dda04bb15cb17ac537f32d3c3018fbaa885d18ea4;3419ccce9e35e554f5a62aa1a58c12c4d318e946bab912c8febaca203befd431;342cde71220e8928ead53042a1b221cfcf6617f72bf5ef8a75b3085ef1a9e64b;c91992cb8eeb57cc6b36dd8307a23e64d5b11235dcc7ccbeeb852c47090d232f;defc68843894582bd387cbc9a6f510ccf432326874e4421335e19b58c53133df;eb115e4a0685fff91315ffc8eb49a55e980b5d2505d2786c352273cf424867d6	8	CHOOSE_AMONG_DISTINCT_STATEMENTS
