volume	file	line	family	classification	consumers	original_comment	action
VII	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/chapter.tex	430	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/pedagogy_expansion.tex	1	VOL07-EXPANSION	ACTIVE_KEEP	scripts/volume07/audit_example_exercise_expansion.py;scripts/volume07/reconcile_example_exercise_evidence.py	% BEGIN VOL07-EXPANSION VII37	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch37_kleinian_groups_and_boundary_geometry/pedagogy_expansion.tex	222	VOL07-EXPANSION	ACTIVE_KEEP	scripts/volume07/audit_example_exercise_expansion.py;scripts/volume07/reconcile_example_exercise_evidence.py	% END VOL07-EXPANSION VII37	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	247	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	260	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	273	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	286	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	299	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	312	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	325	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	338	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	351	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	364	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	377	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	390	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	403	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	416	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	429	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	442	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	455	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	468	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	481	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	494	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	507	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	520	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	533	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/chapter.tex	546	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/pedagogy_expansion.tex	1	VOL07-EXPANSION	ACTIVE_KEEP	scripts/volume07/audit_example_exercise_expansion.py;scripts/volume07/reconcile_example_exercise_evidence.py	% BEGIN VOL07-EXPANSION VII38	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch38_discrete_geodesic_problems/pedagogy_expansion.tex	222	VOL07-EXPANSION	ACTIVE_KEEP	scripts/volume07/audit_example_exercise_expansion.py;scripts/volume07/reconcile_example_exercise_evidence.py	% END VOL07-EXPANSION VII38	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	227	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	240	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	253	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	266	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	279	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	292	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	305	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	318	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	331	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	344	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	357	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	370	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	383	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	396	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	409	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	422	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	435	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	448	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	461	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	474	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	487	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	500	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	513	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/chapter.tex	526	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/pedagogy_expansion.tex	1	VOL07-EXPANSION	ACTIVE_KEEP	scripts/volume07/audit_example_exercise_expansion.py;scripts/volume07/reconcile_example_exercise_evidence.py	% BEGIN VOL07-EXPANSION VII39	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch39_graph_and_exact_mesh_geodesics/pedagogy_expansion.tex	222	VOL07-EXPANSION	ACTIVE_KEEP	scripts/volume07/audit_example_exercise_expansion.py;scripts/volume07/reconcile_example_exercise_evidence.py	% END VOL07-EXPANSION VII39	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	271	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	285	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	298	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	311	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	324	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	338	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	352	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	365	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	378	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	391	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	404	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	417	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	430	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	443	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
VII	books/vol07_differential_geometry/chapters/ch40_the_heat_method/chapter.tex	456	PEDAGOGY-ENRICHED-VII	ACTIVE_KEEP	scripts/volume07/audit_pedagogy.py;scripts/volume07/enrich_hints.py	% PEDAGOGY-ENRICHED-VII	keep; active tooling references this marker family
