group_id,duplicate_type,sha256,structural_sha256,path,group_size,notes
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-1,exact,00881226885604522a11456a48ead14049e25b7093f04235fffdd4afd821e198,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig07_spring_force.tex,8,identical SHA256
exact-2,exact,00977923fbbafe27460c45abc848b514208773828001691cf0d2e7d705afb28b,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/styles/physics_colors.tex,2,identical SHA256
exact-2,exact,00977923fbbafe27460c45abc848b514208773828001691cf0d2e7d705afb28b,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/styles/physics_colors.tex,2,identical SHA256
exact-3,exact,00df74195f33a4309b5447536f2032a99537f826fe313f8ec4c60071b4656818,,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-4.tex,2,identical SHA256
exact-3,exact,00df74195f33a4309b5447536f2032a99537f826fe313f8ec4c60071b4656818,,imports/Downloads/theory-of-algebraic-topology-4.tex,2,identical SHA256
exact-4,exact,01549e043ed3d0e90e078bed3d1430a3db06eef1ebd6c5c5f3642de4f5f9e41a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig09_vector_addition_parallelogram.tex,2,identical SHA256
exact-4,exact,01549e043ed3d0e90e078bed3d1430a3db06eef1ebd6c5c5f3642de4f5f9e41a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig09_vector_addition_parallelogram.tex,2,identical SHA256
exact-5,exact,016bad4fc51b0c15b4465af220caca9987a9858639ec21349bed96dba5bd11c8,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_11_cross_product.tex,2,identical SHA256
exact-5,exact,016bad4fc51b0c15b4465af220caca9987a9858639ec21349bed96dba5bd11c8,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_11_cross_product.tex,2,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter05_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter09_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter05_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter05_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-6,exact,017205f5e55f0751b9c01ec4de733979d2c267c614a8701538aec021d0119466,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter05_newtonian_mechanics/fig14_universal_gravitation.tex,8,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/COMPILE_READY/figures/Downloads_theory_figures_ch02_function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/Downloads/theory/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-7,exact,019a052d834054835d2ccb9bff1965135e151549f8e3bcb2fc5a5dffaa3b837a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch02/function_mapping.tex,23,identical SHA256
exact-8,exact,01c5105f6531822ea2829316e37a3a9c15990f9a07fd022b7fbb30e7219b7144,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig13_fractional_qhe.tex,2,identical SHA256
exact-8,exact,01c5105f6531822ea2829316e37a3a9c15990f9a07fd022b7fbb30e7219b7144,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig13_fractional_qhe.tex,2,identical SHA256
exact-9,exact,020074ef033a01925114b5b47f739bd6c23f41e06dcb20974aadbebe2a1340f6,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/examples/standalone_newton.tex,2,identical SHA256
exact-9,exact,020074ef033a01925114b5b47f739bd6c23f41e06dcb20974aadbebe2a1340f6,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/examples/standalone_newton.tex,2,identical SHA256
exact-10,exact,02dee02cef944f8d16d914d2b5ab6c771b4556f5c7acb4c1af90eb71b54d3e8a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter02_differential_calculus/sections/2_03_derivatives.tex,2,identical SHA256
exact-10,exact,02dee02cef944f8d16d914d2b5ab6c771b4556f5c7acb4c1af90eb71b54d3e8a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter02_differential_calculus/sections/2_03_derivatives.tex,2,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,chapters/tex/merged_exercises_corrected_5_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,chapters/tex/merged_exercises_corrected_6_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,chapters/tex/merged_exercises_corrected_7_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,imports/COMPILE_READY/Downloads_merged_exercises_corrected_5_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,imports/COMPILE_READY/Downloads_merged_exercises_corrected_6_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,imports/COMPILE_READY/Downloads_merged_exercises_corrected_7_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_5_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_6_.tex,9,identical SHA256
exact-11,exact,03206bde0818030d47fd097adcbc0922836fdbaf96d7ef4498c8281348bb5137,,imports/COMPILE_READY/MATH-ALLS-2_merged_exercises_corrected_7_.tex,9,identical SHA256
exact-12,exact,037734defa52a2e7b1f3a14bb519e03d1266ac7c9c200d4f7c6e04615b1a6da9,,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-7.tex,2,identical SHA256
exact-12,exact,037734defa52a2e7b1f3a14bb519e03d1266ac7c9c200d4f7c6e04615b1a6da9,,imports/Downloads/theory-of-algebraic-topology-7.tex,2,identical SHA256
exact-13,exact,038b67ae2d778a13bc64bc8a43f6897410070459a5b32e133ae5bfea0c088830,,chapters/tex/theory-of-algebraic-topology-8.tex,2,identical SHA256
exact-13,exact,038b67ae2d778a13bc64bc8a43f6897410070459a5b32e133ae5bfea0c088830,,imports/COMPILE_READY/Downloads_theory-of-algebraic-topology-8.tex,2,identical SHA256
exact-14,exact,04404f41ccc0963ebfee92469f3ff060a29b42845d8c744da02bd881a5265b45,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter18_landau_gauge/chapter18.tex,2,identical SHA256
exact-14,exact,04404f41ccc0963ebfee92469f3ff060a29b42845d8c744da02bd881a5265b45,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter18_landau_gauge/chapter18.tex,2,identical SHA256
exact-15,exact,044265bd0dc3cb06cccaf6d828b5c445699e1679f0b7e0ff980a71d0cb1adc4a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig02_difference_quotient.tex,2,identical SHA256
exact-15,exact,044265bd0dc3cb06cccaf6d828b5c445699e1679f0b7e0ff980a71d0cb1adc4a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig02_difference_quotient.tex,2,identical SHA256
exact-16,exact,0470d8b56211ffc117d492471ede203b9c429a2a662a62b6bd2a05d501d468a6,,chapters/tex/theory-of-commutative-algebra-15--math-alls-3.tex,2,identical SHA256
exact-16,exact,0470d8b56211ffc117d492471ede203b9c429a2a662a62b6bd2a05d501d468a6,,imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-15.tex,2,identical SHA256
exact-17,exact,049b5dfa37b148fb02fc13b019dfd24b488995c42d2469a39302c23da45d68aa,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/styles/book_environments.tex,2,identical SHA256
exact-17,exact,049b5dfa37b148fb02fc13b019dfd24b488995c42d2469a39302c23da45d68aa,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/styles/book_environments.tex,2,identical SHA256
exact-18,exact,049e21bf134590532c55909a4c61e0f387af793388135c8d0a9135656e5982e5,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/styles/common_macros.tex,2,identical SHA256
exact-18,exact,049e21bf134590532c55909a4c61e0f387af793388135c8d0a9135656e5982e5,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/styles/common_macros.tex,2,identical SHA256
exact-19,exact,053bf983fa33613a00fd8d78d0a8731d032b9835e276e026d45ddbacccb40ba5,,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis-FD.tex,4,identical SHA256
exact-19,exact,053bf983fa33613a00fd8d78d0a8731d032b9835e276e026d45ddbacccb40ba5,,imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis-FD.tex,4,identical SHA256
exact-19,exact,053bf983fa33613a00fd8d78d0a8731d032b9835e276e026d45ddbacccb40ba5,,imports/Downloads/theory-of-analysis-FD.tex,4,identical SHA256
exact-19,exact,053bf983fa33613a00fd8d78d0a8731d032b9835e276e026d45ddbacccb40ba5,,imports/MATH-ALLS-2/theory-of-analysis-FD.tex,4,identical SHA256
exact-20,exact,05ea3e2412a8a042197d41e3d69b18538e692a38a65565ec7c07a180af2a8f3e,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/schrodinger/fig04_wave_packet.tex,2,identical SHA256
exact-20,exact,05ea3e2412a8a042197d41e3d69b18538e692a38a65565ec7c07a180af2a8f3e,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/schrodinger/fig04_wave_packet.tex,2,identical SHA256
exact-21,exact,061d817d6e2bbf09edd6702d19c89a64cc414758741cb4b42ccc19bfd1d15098,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter01_vectors_geometry/sections/1_04_magnitude_and_unit_vectors.tex,2,identical SHA256
exact-21,exact,061d817d6e2bbf09edd6702d19c89a64cc414758741cb4b42ccc19bfd1d15098,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter01_vectors_geometry/sections/1_04_magnitude_and_unit_vectors.tex,2,identical SHA256
exact-22,exact,0657604a9e5b25177f47c8d5a43843513d3e1065f05244c012d7fe0f67f9876e,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig12_tangent_plane.tex,2,identical SHA256
exact-22,exact,0657604a9e5b25177f47c8d5a43843513d3e1065f05244c012d7fe0f67f9876e,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter03_calculus/fig12_tangent_plane.tex,2,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-23,exact,06dda17ab30aa3666c75abb01023e69ec7d48b691c39cd0e75ab6f5524abe67a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig01_straight_line_motion.tex,8,identical SHA256
exact-24,exact,06fd7282006aef10090b6c80b17a08d0fb412e8ce596d67f22327b6810137a20,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_05_line_integrals.tex,2,identical SHA256
exact-24,exact,06fd7282006aef10090b6c80b17a08d0fb412e8ce596d67f22327b6810137a20,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_05_line_integrals.tex,2,identical SHA256
exact-25,exact,070c124f576698c4971df59000f4fa9d2d1e4a41981c96c058ad35704b11da20,,chapters/tex/theory-of-analysis-topics--math-alls-2.tex,2,identical SHA256
exact-25,exact,070c124f576698c4971df59000f4fa9d2d1e4a41981c96c058ad35704b11da20,,imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-topics.tex,2,identical SHA256
exact-26,exact,07d9c60bb38561703dfca686cd12858aab684b4c2605a9818117ee6f73387a3a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter01_vectors_geometry/sections/1_04_magnitude_and_unit_vectors.tex,2,identical SHA256
exact-26,exact,07d9c60bb38561703dfca686cd12858aab684b4c2605a9818117ee6f73387a3a,,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter01_vectors_geometry/sections/1_04_magnitude_and_unit_vectors.tex,2,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch02/chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch02_chain_rule_graph.tex,23,identical SHA256
exact-27,exact,081fff95662b3e6d311e09c480ef96adc248dd235a7d66dd909341612290db1a,,imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_chain_rule_graph.tex,23,identical SHA256
