duplicate_group,duplicate_type,canonical_file,archived_files,decision,rationale,confidence,group_size
exact-471,exact,imports/MATH-ALLS-2/theory-of-complex-analysis-next2.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-complex-analysis-next2.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-next2.tex;imports/Downloads/theory-of-complex-analysis-next2.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-472,exact,chapters/tex/theory-of-algebraic-topology-11.tex,imports/COMPILE_READY/Downloads_theory-of-algebraic-topology-11.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-473,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter01_vectors_geometry/sections/1_10b_historical_physical_insight.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_12b_historical_physical_insight.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter01_vectors_geometry/sections/1_10b_historical_physical_insight.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_12b_historical_physical_insight.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-474,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig27_radial_vector_fields.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/fig27_radial_vector_fields.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-475,exact,chapters/tex/theory-of-geometry-2.tex,imports/COMPILE_READY/Downloads_theory-of-geometry-2.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-476,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/sections/4_11_motion_as_parametric_curves.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/sections/8_11_motion_as_parametric_curves.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/sections/4_11_motion_as_parametric_curves.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/sections/2_11_motion_as_parametric_curves.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/sections/4_11_motion_as_parametric_curves.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/sections/8_11_motion_as_parametric_curves.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/sections/4_11_motion_as_parametric_curves.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/sections/2_11_motion_as_parametric_curves.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-477,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/relativity/fig01_spacetime_diagram.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/relativity/fig01_spacetime_diagram.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-478,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch05/polar_coordinates.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch05/polar_coordinates.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch05/polar_coordinates.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch05/polar_coordinates.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/polar_coordinates.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/polar_coordinates.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch05/polar_coordinates.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch05/polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch05_polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch05_polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch05_polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch05_polar_coordinates.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch05_polar_coordinates.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/polar_coordinates.tex;imports/Downloads/theory/figures/ch05/polar_coordinates.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch05/polar_coordinates.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,18
exact-479,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_06_directional_derivatives.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_06_directional_derivatives.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-48,exact,chapters/tex/theory-of-algebraic-topology-7.tex,imports/COMPILE_READY/Downloads_theory-of-algebraic-topology-7.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-480,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/schrodinger/fig06_finite_well.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/schrodinger/fig06_finite_well.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-481,exact,chapters/tex/theory-of-analysis-topics.tex,imports/COMPILE_READY/Downloads_theory-of-analysis-topics.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-482,exact,chapters/tex/theory-of-algebraic-geometry-7.tex,imports/COMPILE_READY/Downloads_theory-of-algebraic-geometry-7.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-483,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/cauchy_completion.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/cauchy_completion.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_cauchy_completion.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-484,exact,imports/Downloads/theory-of-commutative-algebra-15.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-15.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-485,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter01_vectors_geometry/sections/1_08_linear_independence.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter01_vectors_geometry/sections/1_08_linear_independence.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-486,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter01_vectors_geometry/sections/1_10a_rigorous_foundations.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_12a_rigorous_foundations.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter01_vectors_geometry/sections/1_10a_rigorous_foundations.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_12a_rigorous_foundations.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-487,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter02_differential_calculus/chapter02.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter02_differential_calculus/chapter02.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter02_differential_calculus/chapter02.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter02_differential_calculus/chapter02.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-488,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/bra_ket_duality.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/bra_ket_duality.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_bra_ket_duality.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-489,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig06_landau_levels.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig06_landau_levels.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-49,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch01/hilbert_space_bridge.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch01/hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch01_hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch01_hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch01_hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch01_hilbert_space_bridge.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch01_hilbert_space_bridge.tex;imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch01/hilbert_space_bridge.tex;imports/Downloads/theory/figures/ch01/hilbert_space_bridge.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch01/hilbert_space_bridge.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,23
exact-490,exact,imports/MATH-ALLS-2/interpolation_n16.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/interpolation_n16.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/interpolation_n16.tex;imports/Downloads/interpolation_n16.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,4
exact-491,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig11_elliptical_motion.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig11_elliptical_motion.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/fig11_elliptical_motion.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig11_elliptical_motion.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig11_elliptical_motion.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig11_elliptical_motion.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/fig11_elliptical_motion.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig11_elliptical_motion.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-492,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch03/laplacian_curvature.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch03/laplacian_curvature.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch03/laplacian_curvature.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch03/laplacian_curvature.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch03/laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch03_laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch03_laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch03_laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch03_laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch03_laplacian_curvature.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch03_laplacian_curvature.tex;imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch03/laplacian_curvature.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch03/laplacian_curvature.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch03/laplacian_curvature.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch03/laplacian_curvature.tex;imports/Downloads/theory/figures/ch03/laplacian_curvature.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch03/laplacian_curvature.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,23
exact-493,exact,imports/Downloads/theory-of-algebraic-topology-1.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-topology-1.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-494,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/l2_sequence.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/l2_sequence.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_l2_sequence.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-495,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/sections/4_03_functions.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/sections/8_03_functions.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/sections/4_03_functions.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/sections/2_03_functions.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/sections/4_03_functions.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/sections/8_03_functions.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/sections/4_03_functions.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/sections/2_03_functions.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,8
exact-496,exact,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/linear_map_machine.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/linear_map_machine.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_linear_map_machine.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,3
exact-497,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter22_edge_states/chapter22.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter22_edge_states/chapter22.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-498,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part03_foundations_quantum_mechanics/chapter17_wave_particle_duality/chapter17.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part03_foundations_quantum_mechanics/chapter17_wave_particle_duality/chapter17.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-499,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_15_vector_fields.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_15_vector_fields.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-5,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_11_cross_product.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_11_cross_product.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
exact-50,exact,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_01_vector_fields.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter03_vector_calculus/sections/3_01_vector_fields.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",high,2
