duplicate_group,duplicate_type,canonical_file,archived_files,decision,rationale,confidence,group_size
structural-651,structural,chapters/tex/interpolation--math-alls-2.tex,chapters/tex/interpolation.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-652,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter02_differential_calculus/sections/2_02_limits.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_02_limits.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter02_differential_calculus/sections/2_02_limits.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter02_differential_calculus/sections/2_02_limits.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,4
structural-653,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch04/coupled_modes.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch04/coupled_modes.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch04/coupled_modes.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch04/coupled_modes.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch04/coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch04_coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch04_coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch04_coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch04_coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch04_coupled_modes.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch04_coupled_modes.tex;imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch04/coupled_modes.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch04/coupled_modes.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch04/coupled_modes.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch04/coupled_modes.tex;imports/Downloads/theory/figures/ch04/coupled_modes.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch04/coupled_modes.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,23
structural-654,structural,chapters/tex/theory-of-analysis_-_Copy.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-analysis - Copy.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-analysis - Copy.tex;imports/COMPILE_READY/Downloads_theory-of-analysis_-_Copy.tex;imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis_-_Copy.tex;imports/Downloads/theory-of-analysis - Copy.tex;imports/MATH-ALLS-2/theory-of-analysis - Copy.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,7
structural-655,structural,chapters/tex/theory-of-geometry-4.tex,imports/COMPILE_READY/Downloads_theory-of-geometry-4.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-656,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_13_exercises.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_13_exercises.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-657,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/common/chapter_figure_styles.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/common/chapter_figure_styles.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/common/chapter_figure_styles.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/common/chapter_figure_styles.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/common/chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_common_chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_common_chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_common_chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_common_chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_common_chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_common_chapter_figure_styles.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_common_chapter_figure_styles.tex;imports/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/common/chapter_figure_styles.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex;imports/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/common/chapter_figure_styles.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/common/chapter_figure_styles.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/common/chapter_figure_styles.tex;imports/Downloads/theory/figures/common/chapter_figure_styles.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/common/chapter_figure_styles.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,23
structural-658,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch05/mobius_preview.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch05/mobius_preview.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch05/mobius_preview.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch05/mobius_preview.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/mobius_preview.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/mobius_preview.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch05/mobius_preview.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch05/mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch05_mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch05_mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch05_mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch05_mobius_preview.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch05_mobius_preview.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/mobius_preview.tex;imports/Downloads/theory/figures/ch05/mobius_preview.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch05/mobius_preview.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,18
structural-659,structural,chapters/tex/theory-of-commutative-algebra-12.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-12.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-12.tex;imports/COMPILE_READY/Downloads_theory-of-commutative-algebra-12.tex;imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-12.tex;imports/Downloads/theory-of-commutative-algebra-12.tex;imports/MATH_ALLS-3/theory-of-commutative-algebra-12.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,7
structural-66,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig06_acceleration_vector.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig06_acceleration_vector.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter04_motion/fig06_acceleration_vector.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig06_acceleration_vector.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter04_motion/fig06_acceleration_vector.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part02_classical_physics_foundations/chapter08_motion/fig06_acceleration_vector.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter04_motion/fig06_acceleration_vector.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter02_motion/fig06_acceleration_vector.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,8
structural-660,structural,imports/MATH-ALLS-2/theory-of-geometry-3.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-geometry-3.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-geometry-3.tex;imports/Downloads/theory-of-geometry-3.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,4
structural-661,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter03_vector_calculus/sections/3_09_stokes.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter03_vector_calculus/sections/3_09_stokes.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter03_vector_calculus/sections/3_09_stokes.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter03_vector_calculus/sections/3_09_stokes.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,4
structural-662,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/frontmatter/04_frequently_used_symbols.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/frontmatter/04_frequently_used_symbols.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-663,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/quantum_hall/fig06_landau_levels.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/quantum_hall/fig06_landau_levels.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-664,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_04_space.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_04_space.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-665,structural,chapters/tex/theory-of-commutative-algebra-5-professional-v2.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-commutative-algebra-5-professional-v2.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex;imports/COMPILE_READY/Downloads_theory-of-commutative-algebra-5-professional-v2.tex;imports/COMPILE_READY/MATH_ALLS-3_theory-of-commutative-algebra-5-professional-v2.tex;imports/Downloads/theory-of-commutative-algebra-5-professional-v2.tex;imports/MATH_ALLS-3/theory-of-commutative-algebra-5-professional-v2.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,7
structural-666,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/figures/ch05/representation_map.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5/ch4_work/figures/ch05/representation_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch05/representation_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch05/representation_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch05/representation_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/representation_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch05/representation_map.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory/figures/ch05/representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch05_representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch05_representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch05_representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch05_representation_map.tex;imports/COMPILE_READY/figures/Downloads_theory_figures_ch05_representation_map.tex;imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch05/representation_map.tex;imports/Downloads/theory/figures/ch05/representation_map.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/figures/ch05/representation_map.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,18
structural-667,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_22_epilogue_mathematics_as_language_of_nature.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/legacy_sources/chapters_pre_PR_BOOK_10/chapter01_vectors/sections/1_22_epilogue_mathematics_as_language_of_nature.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-668,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/examples/standalone_vectors.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/examples/standalone_vectors.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-669,structural,imports/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/vector_addition.tex,imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT/ch4_work/figures/ch06/vector_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMIT-56-v2.8/ch4_work/figures/ch06/vector_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT/ch4_work/figures/ch06/vector_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT(1)/ch4_work/figures/ch06/vector_addition.tex;imports/ALL_TEX_AND_FIGURES/figures/Downloads/theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT/ch4_work/figures/ch06/vector_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch06_vector_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_vector_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-CORRECTED-FULL-PROJECT_ch4_work_figures_ch06_vector_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_1_ch4_work_figures_ch06_vector_addition.tex;imports/COMPILE_READY/figures/Downloads_theory-main-CH6-COMMITS-57-61-v2.9-FULL-PROJECT_ch4_work_figures_ch06_vector_addition.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,11
structural-67,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter01_vectors_geometry/sections/1_08_linear_independence.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/source_archives/PR-BOOK-10.0_active_before_exact_plan/chapters/chapter01_vectors_geometry/sections/1_08_linear_independence.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-670,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter05_complex_analysis/sections/5_09_physics_applications.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter05_complex_analysis/sections/5_09_physics_applications.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-671,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/frontmatter/06_roadmap_of_the_book.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/frontmatter/06_roadmap_of_the_book.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-672,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/future_quantum/spin/fig06_spinor_phase.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/future_quantum/spin/fig06_spinor_phase.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-673,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/chapters/chapter01_vectors_geometry/sections/1_10a_rigorous_foundations.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_12a_rigorous_foundations.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/chapters/chapter01_vectors_geometry/sections/1_10a_rigorous_foundations.tex;imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/book/parts/part01_mathematical_foundations/chapter01_linear_algebra_and_geometry/sections/1_12a_rigorous_foundations.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,4
structural-674,structural,chapters/tex/theory-of-analysis-topology--math-alls-2.tex,imports/COMPILE_READY/MATH-ALLS-2_theory-of-analysis-topology.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-675,structural,imports/theory-main-CH5-PRODUCTION-COMMITS-1-55-v2.7/ch4_work/examples/standalone_newton.tex,imports/theory-main-CH5-PRODUCTION-COMMITS-1-51-v2.6/ch4_work/examples/standalone_newton.tex,historical/import duplicate group,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,2
structural-676,structural,chapters/tex/theory-of-algebraic-geometry-8.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-algebraic-geometry-8.tex;imports/COMPILE_READY/Downloads_theory-of-algebraic-geometry-8.tex;imports/Downloads/theory-of-algebraic-geometry-8.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,4
structural-68,structural,chapters/tex/theory-of-complex-analysis-all-maps.tex,imports/ALL_TEX_AND_FIGURES/tex/Downloads/theory-of-complex-analysis-all-maps.tex;imports/ALL_TEX_AND_FIGURES/tex/MATH-ALLS-2/theory-of-complex-analysis-all-maps.tex;imports/COMPILE_READY/Downloads_theory-of-complex-analysis-all-maps.tex;imports/COMPILE_READY/MATH-ALLS-2_theory-of-complex-analysis-all-maps.tex;imports/Downloads/theory-of-complex-analysis-all-maps.tex;imports/MATH-ALLS-2/theory-of-complex-analysis-all-maps.tex,canonical-in-chapters,"Highest canonical score: chapters/tex priority, successful build, non-generated/non-wrapper, latest-looking revision, length. Exact/structural duplicate only; no content changed.",medium,7
