"file"	"status"	"exit_code"	"pdf_path"	"error"
"Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_square_mapping.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_square_mapping\Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_ch05_square_mapping-wrapper.pdf"	""
"Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_common_chapter_figure_styles.tex"	"fail"	"12"	"build\compile-audit\figure-tex\Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_common_chapter_figure_styles\Downloads_theory-main-CH5-PRODUCTION-COMMITS-1-48-v2.5_ch4_work_figures_common_chapter_figure_styles-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_basis_vectors.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_basis_vectors.tex:2: Undef"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_cartesian_position_vector.tex"	"fail"	"12"	""	"tex:4: Package pgfkeys Error: I do not know the key '/tikz/physics axis' and I"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_change_of_basis.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_change_of_basis.tex:3: Pac"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_coordinate_rotation.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/book axis' and I am going"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_cross_product_orientation.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_cross_product_orientation\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_cross_product_orientation-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_distance_between_points.tex"	"fail"	"12"	""	"x:2: Undefined control sequence."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_dot_product_angle.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_dot_product_angle\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_dot_product_angle-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_eigenvectors.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_eigenvectors\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_eigenvectors-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_function_vector_space.tex"	"fail"	"12"	""	"2: Package pgfkeys Error: I do not know the key '/tikz/book axis' and I am goin"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_gram_schmidt.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_gram_schmidt\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_gram_schmidt-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_hilbert_space_bridge.tex"	"fail"	"12"	""	": Package xcolor Error: Undefined color `visualblue'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_linear_independence.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_linear_independence\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_linear_independence-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_linear_transformation.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_linear_transformation\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_linear_transformation-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_orthogonal_projection.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_orthogonal_projection\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_orthogonal_projection-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_parallelogram_area.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/softblue' and I am going to"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_right_hand_rule.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_right_hand_rule\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_right_hand_rule-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_scalar_multiplication.tex"	"fail"	"12"	""	"3: Package pgfkeys Error: I do not know the key '/tikz/book vector' and I am go"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_span_plane.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_span_plane.tex:2: Package"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_torque_lever_arm.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_torque_lever_arm.tex:2: Pa"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_unit_vector_geometry.tex"	"fail"	"12"	""	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_vector_addition_head_to_tail.tex"	"fail"	"12"	""	"il.tex:5: Package pgfkeys Error: I do not know the key '/tikz/physics vector' a"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_vector_components.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_vector_components.tex:2: P"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_vector_subtraction.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/book vector' and I am going"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch01_work_interpretation.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/book axis' and I am going"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_chain_rule_graph.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_chain_rule_graph.tex:2: Pa"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_directional_derivative_geometry.tex"	"fail"	"12"	""	"metry.tex:6: Package pgfkeys Error: I do not know the key '/tikz/visualcyan' an"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_epsilon_delta_limit.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/physics axis' and I am goi"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_function_mapping.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_function_mapping.tex:2: Pa"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_gradient_flow.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_gradient_flow.tex:2: Packa"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_jacobian_area.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_jacobian_area.tex:3: Packa"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_local_linearization.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/physics axis' and I am goi"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch02_total_differential_plane.tex"	"fail"	"12"	""	"ex:3: Package xcolor Error: Undefined color `visualcyan'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_divergence_source_sink.tex"	"fail"	"12"	""	":15: Package pgfkeys Error: I do not know the key '/tikz/field vector' and I am"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_gauss_volume.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_gauss_volume.tex:2: Packag"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_green_cells.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_green_cells.tex:2: Package"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_laplacian_curvature.tex"	"fail"	"12"	""	"Package pgfkeys Error: I do not know the key '/tikz/physics axis' and I am goi"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_stokes_orientation.tex"	"fail"	"12"	""	"Package xcolor Error: Undefined color `visualcyan'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_surface_flux.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_surface_flux.tex:2: Packag"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_vector_calculus_architecture.tex"	"fail"	"12"	""	"re.tex:3: Package xcolor Error: Undefined color `visualcyan'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_volume_elements.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch03_volume_elements.tex:2: Pac"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_coupled_modes.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_coupled_modes.tex:4: Packa"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_damping_regimes.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_damping_regimes.tex:4: Pac"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_evolution_architecture.tex"	"fail"	"12"	""	":2: Package xcolor Error: Undefined color `softblue'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_harmonic_motion.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_harmonic_motion.tex:4: Pac"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_phase_portraits.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_phase_portraits.tex:4: Pac"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_pitchfork.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_pitchfork.tex:4: Package p"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_representation_map.tex"	"fail"	"12"	""	"Package xcolor Error: Undefined color `softblue'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_slope_field.tex"	"fail"	"12"	""	"theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch04_slope_field.tex:5: Package"
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_argand_plane.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_argand_plane\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_argand_plane-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_addition.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_addition\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_addition-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_multiplication.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_multiplication\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_complex_multiplication-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_cr_geometry.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_cr_geometry\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_cr_geometry-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_euler_rotation.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_euler_rotation\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_euler_rotation-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_mobius_preview.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_mobius_preview\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_mobius_preview-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_number_system_extension.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_number_system_extension\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_number_system_extension-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_polar_coordinates.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_polar_coordinates\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_polar_coordinates-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_representation_map.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_representation_map\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_representation_map-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_riemann_sphere_preview.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_riemann_sphere_preview\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_riemann_sphere_preview-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_roots_of_unity.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_roots_of_unity\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_roots_of_unity-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_square_mapping.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_square_mapping\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch05_square_mapping-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_change_of_basis_preview.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_change_of_basis_preview\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_change_of_basis_preview-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_dependence_independence.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_dependence_independence\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_dependence_independence-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_history_timeline.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_history_timeline\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_history_timeline-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_scalar_multiplication.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_scalar_multiplication\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_scalar_multiplication-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_span_basis.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_span_basis\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_span_basis-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_state_space_map.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_state_space_map\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_state_space_map-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_subspace_plane.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_subspace_plane\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_subspace_plane-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_vector_addition.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_vector_addition\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_ch06_vector_addition-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_common_chapter_figure_styles.tex"	"fail"	"12"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_common_chapter_figure_styles\Downloads_theory-main-CH6-COMMIT-56-v2.8_ch4_work_figures_common_chapter_figure_styles-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_basis_vectors.tex"	"fail"	"12"	""	".tex:2: Undefined control sequence."
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_cartesian_position_vector.tex"	"fail"	"12"	""	"ition_vector.tex:4: Package pgfkeys Error: I do not know the key '/tikz/physics"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_change_of_basis.tex"	"fail"	"12"	""	"is.tex:3: Package pgfkeys Error: I do not know the key '/tikz/physics axis' and"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_coordinate_rotation.tex"	"fail"	"12"	""	"tation.tex:2: Package pgfkeys Error: I do not know the key '/tikz/book axis' an"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_cross_product_orientation.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_cross_product_orientation\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_cross_product_orientation-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_distance_between_points.tex"	"fail"	"12"	""	"een_points.tex:2: Undefined control sequence."
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_dot_product_angle.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_dot_product_angle\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_dot_product_angle-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_eigenvectors.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_eigenvectors\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_eigenvectors-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_function_vector_space.tex"	"fail"	"12"	""	"or_space.tex:2: Package pgfkeys Error: I do not know the key '/tikz/book axis'"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_gram_schmidt.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_gram_schmidt\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_gram_schmidt-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_hilbert_space_bridge.tex"	"fail"	"12"	""	"_bridge.tex:2: Package xcolor Error: Undefined color `visualblue'."
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_linear_independence.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_linear_independence\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_linear_independence-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_linear_transformation.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_linear_transformation\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_linear_transformation-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_orthogonal_projection.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_orthogonal_projection\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_orthogonal_projection-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_parallelogram_area.tex"	"fail"	"12"	""	"_area.tex:3: Package pgfkeys Error: I do not know the key '/tikz/softblue' and"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_right_hand_rule.tex"	"success"	"0"	"build\compile-audit\figure-tex\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_right_hand_rule\Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_right_hand_rule-wrapper.pdf"	""
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_scalar_multiplication.tex"	"fail"	"12"	""	"lication.tex:3: Package pgfkeys Error: I do not know the key '/tikz/book vector"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_span_plane.tex"	"fail"	"12"	""	"x:2: Package pgfkeys Error: I do not know the key '/tikz/softblue' and I am goi"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_torque_lever_arm.tex"	"fail"	"12"	""	"arm.tex:2: Package pgfkeys Error: I do not know the key '/tikz/visualink' and I"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_unit_vector_geometry.tex"	"fail"	"12"	""	"eometry.tex:2: Undefined control sequence."
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_vector_addition_head_to_tail.tex"	"fail"	"12"	""	"on_head_to_tail.tex:5: Package pgfkeys Error: I do not know the key '/tikz/phys"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_vector_components.tex"	"fail"	"12"	""	"ents.tex:2: Package pgfkeys Error: I do not know the key '/tikz/physics axis' a"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_vector_subtraction.tex"	"fail"	"12"	""	"ction.tex:3: Package pgfkeys Error: I do not know the key '/tikz/book vector' a"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch01_work_interpretation.tex"	"fail"	"12"	""	"tation.tex:2: Package pgfkeys Error: I do not know the key '/tikz/book axis' an"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_chain_rule_graph.tex"	"fail"	"12"	""	"aph.tex:2: Package pgfkeys Error: I do not know the key '/tikz/concept node' an"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_directional_derivative_geometry.tex"	"fail"	"12"	""	"erivative_geometry.tex:6: Package pgfkeys Error: I do not know the key '/tikz/v"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_epsilon_delta_limit.tex"	"fail"	"12"	""	"_limit.tex:2: Package pgfkeys Error: I do not know the key '/tikz/physics axis'"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_function_mapping.tex"	"fail"	"12"	""	"ing.tex:2: Package pgfkeys Error: I do not know the key '/tikz/concept node' an"
"Downloads_theory-main-CH6-COMMIT-56-v2.8-FULL-PROJECT_ch4_work_figures_ch02_gradient_flow.tex"	"fail"	"12"	""	".tex:2: Package xcolor Error: Undefined color `visualcyan'."
