chapter	ordinal	label	exercise_sha256	hint_sha256	solution_sha256	status
IV/04	20	exr:iv04-expand-12	9fae33846bd58b6884fea65c1e03689241c5e209f27dc5db75fc3bf8210cae10	4e33c594428de2a888a29157023b55111dce60b4944cbbeb1d530706d3af507c	d7fb70b1a1eefeecd960112affea09acc567f9eb2da3588bf36b373a9e6f910a	PASS
IV/04	21	exr:iv04-expand-13	04cd56351bb3534c78c7c861737d9bb7e6d0706f6bcf2c180182899325b50b6c	a4a8717044c3f21a407a95c3b93a817680dfa5182ad6ece4262797925192fd41	bfc5cc3b23ca3be928ce345ff6459627b79e1d0c9b7a9b8b759810fb65a3d2c5	PASS
IV/04	22	exr:iv04-expand-14	7f9801c93444f3fad58e713ee86064888657da4ebd305e37fa27ae362ae470ec	5ba3bf1ff472c5eeab5eb8670d10ebd75879c8cb2b025cc336f451e1a68da575	648072832e1cbafeea5f697a790dead3dd905b4735b712d5975836544957b8ce	PASS
IV/04	23	exr:iv04-expand-15	911cf7d2b1be2516d55c99e60c753ad695ec5efcdca2afaa47c2ecc0fb490ff1	e26732a8c7ec6473403bf25e360cf9754f9019951155e3ebf96d659209557db2	7ffbbb16c88b3b6782fccafe22cb596c0df9c83993704fd72697a52d8508c742	PASS
IV/04	24	exr:iv04-expand-16	2610ea84779a096659000afb4822cbf8ea08b6136ca38cab93a77fb07d4684d2	2b170be26940f82b033e06c80c51d6b08c636d33487ade2fa5bfbb3cafa28004	45bffd8973891598076a6c645d2fdc7b448dd3d1a76dead40a581621f801340b	PASS
IV/05	1	exr:iv05-01	de5b2c6e2b8c4556aa400b362444426b4aeb77f468c8ea861e1621de0d9d1ad5	25485a86ec6dad6c262bca2879149bc4c7d069c65e765a90a39967ad6fd734f6	9f5aeca10e82a1da68c97aec4022f9e9f8269a5c9d686a48d5bcebad89a3663b	PASS
IV/05	2	exr:iv05-02	8b3cf882be7b3e2af75b4e768371e472f3850899f38f922134813c01a52f345e	ef9b9fadc5956bde93585231834c926880c344a4187d37dcc041538cde715daf	2ba35d82d7de313fc5f27f2579b2eab2d330d057255e63aab12c3ab62a8bb37e	PASS
IV/05	3	exr:iv05-03	4ec70505a171a31ac7d993b6a6ade9b0d11f0bbb8802a15e54e24034260abcbf	fef84660cadcbe8689420480284e6c4e2d003ee5b9ec063321a3eec949f4bf31	d1d744305c7ca3871b6f9890f11d8653d0003c8ee9d6c2036d0e8eca672bdb50	PASS
IV/05	4	exr:iv05-04	377b94189f058b90d395b6d34044accfe2f5022e4fcf6d5d11e0700547800000	54957fdbf1165d1d1ed7192b0809767e33e017c75a6bbf7bc4823fafa52d7690	fdd8c7092902b4c30271a8ae297b422a6c70cedb31a603e53031fea8acd85659	PASS
IV/05	5	exr:iv05-05	fde3b74a0fae5ea3dd6f88ced871cc9fd2e6fea9ce9fefce2c405742d9cb42dd	85af6812f99e51c3560432a36edceffd932c0a5ba93de92958c1a0787ea11519	ddc803826de255c2ed5c2e77a731f63adab89220d5b4be45f793d019969424bd	PASS
IV/05	6	exr:iv05-06	52ba86603cfce3ec34de3f49c5bdc8ee9944e829ea6b7b27aa49e3c0d1e27742	ef2236a9c5c8b313574f4779f156abbca160cc4cfe2f9d93561fe465cc519910	ee05ba2e53c01a4a65fbf10f2e0bc20fb542f4396f52c488ed669a4e4f6198c2	PASS
IV/05	7	exr:iv05-07	56ddbd8c60de6dccbe7dce3c3ce8725cc9513329c9e6a668f1d4ea90e71fe75a	5034d1f628d9c6aaaa899f77c493c0ad60db710c2ce29569f5a7d4cbe7e8b4b7	a8110ce6c1e041df3b1ffef541361b3b156d3b85629f5f350b86abafb9215d1a	PASS
IV/05	8	exr:iv05-08	fd20236f9b27c7b85f70de43b7a3e51d26128d4220d2ed7c945847da817a7d7a	e18f54155410bef2cef98ea5ad4013231b1cc27a86ed973619b7e09b91b20e3f	40b1514bd34b339dbb13e207260b10ab6d054e1988b2b613d3f87807a26d4d29	PASS
IV/05	9	exr:iv05-expand-01	3ee063e608882669da09ee6813a2215a36920a01d1c288c6561753d71abea9c6	502c5183dff0ef25768731b619921fae4834c178cdb698bd2a6a4eabe3d87278	50fbc03cf3fefa6fa6de6445a2d8fa4e1a854d2f97c28dc0f7c95ad3ebdd5989	PASS
IV/05	10	exr:iv05-expand-02	75a9fa4b4e0758d6e2902b55b522088888d6ec1a03aeb7b9cc77027e56a41076	7157d4c36ef2c34a992c17acf95b292c841065000ccb5fd49e4e0b922b659d7d	c1a6f40290d0d5107a21a504d76a8a5286bd530378053f499dee7bc14a1d8281	PASS
IV/05	11	exr:iv05-expand-03	50919b716e807e89acd01f932144b3fd1a907105cd504353d317fb00fde3faf1	11ca199a5e26e5afcee1c5b57537ae396da5e5e5f3edb6dc3412b35c959d52b1	5dccc29049d4e8a8465b5555ab227a9c36889e34b0bc649ead18029a94c7f4fe	PASS
IV/05	12	exr:iv05-expand-04	ba25e932e5fb72a653710a3c7c5e1ac1691bcfbade1e20ab2a344c182a04805b	2eff44279c475d640b4b336fa6745dfc8d312cc77fc3763e3256cf0fd96b5ef0	791de702468ec4b95fcbf28eea499f02644965f7cfe0f0d4a63a785dd1cf789e	PASS
IV/05	13	exr:iv05-expand-05	6ff361df16175a36acdab44e47133da44792b0fa03f8a66278dd1ecc5a1c2580	f855556b8d409b0be313f7e59ad6293e32341a537fc965592829a11cc352bf7f	6bd9fe38da1dc8695cbe06cb74d36c1ab0be23381d35063686e9bc3a9b341a0d	PASS
IV/05	14	exr:iv05-expand-06	e7ac9f284db39e6fbe52ab5a4e5283da2211ec6eea2c551b5cc597451ba7b076	1bbb189189ea7a094189409bff018fa0ced1e2c3ddf637b6f753bf45581b08d3	8877b6e606b753062a1e07cf662f93c0fad1f3bc4651ce781495e48afd435711	PASS
IV/05	15	exr:iv05-expand-07	3017d98434c07f07bdd1b851bfd72dd98662c9bd76c4ec3cb7be9bc985f08a1d	5cd5f36ddbe1d8908314aedfe9535262a87fcf7b6a911f12073d20565df3bce3	689b77c6eccc4961c1e8db41f991e33123f9e47fa420157a4e6b22398581026f	PASS
IV/05	16	exr:iv05-expand-08	31b79f5030c87993eb462a22927f75148cd4f6eb07091d0a64646804b67b1651	0e7d90e10e2ac302c50a4ba2b8b2b3ddabc8e39b44a657cd06a18f313fbaabc9	7228944ab50749800481a0c406583e34ef9fc57223598180eb106d35e0f717b2	PASS
IV/05	17	exr:iv05-expand-09	c7a03a196eb1cdaaa347873b96b03f3a21f0137ce2eaa4fbb95d8f87a915a044	f0a07f8bd78ee895ea42119e4a1500106a101ba20b0106b1c850cf03cccf5048	35afa580c9e65bc6102dc4bcd0a7dfefc78fb84348c52c1993b70d1931106110	PASS
IV/05	18	exr:iv05-expand-10	a569c48563982bda88647151cd6469723384599eac0d62a7146b24635794ade5	fd061499e47c5d9034bdbbe42c394123215f95abecfd20b80a64e4ed733bde46	f92c76efc627423866f17d569b6f92fde2182e28a35a2ebb0163deca3d06778b	PASS
IV/05	19	exr:iv05-expand-11	15ddfb4eca1f9893354d11708a46fa5003e0a5f8f37197475396be51da71b568	e6da38565f1cee95f4dbeb58b7cf1fc762e602b8173f79e18893a170bae61a84	e841cf3b81577b109f57753a64559a7d7874bdfb3f1979e3c7db1e2fa6aaa89b	PASS
IV/05	20	exr:iv05-expand-12	a391ddfe5a3d366c3f15a2c2a39793a5efa532171b227192d66caf5762a54397	29ab14ac6596ee99e356e5b6d25ccf96ed76c658bc0a223278aa062942324e50	7e2a6a93bb63e983a67ab9bd1220f91ada9ff15ba307dab9c96a6e951b1ef8ae	PASS
IV/05	21	exr:iv05-expand-13	51b7ce478d52923dd5474efe98c4d78d35adae349a9b07c0247a4f00e4940032	19ccdef398b2a1a40f99710bb5a9937f4a4468d83ca052fccc80e1b8e4ea4175	613e2468bce190f18d55039dbb0ffa36c1ebcfdb7752f7dc4058a59e65f210bf	PASS
IV/05	22	exr:iv05-expand-14	5e11e6042936548f0359286643fa27cdbc01ea6311b05d45c4b1106ca331bc4d	a156419e188fa413d6021807ea752205b9f464742d876623841b0c8871eaa01a	710f5f3fb12ccfcca9af4f81d9969881663956ffb166a69243a92087d4e0c752	PASS
IV/05	23	exr:iv05-expand-15	4ec27ff5691a5d5226c5bb9d5e96407dcfa1d9defec383cc65ce60bbccb5a681	0047033db8e58b1486c04af5d445b733c13d8c69499f4bfdb0dff2fb1c591c38	ab65d130f95d7426181dfc834856c025471e167af73abf80ab83420db523a04e	PASS
IV/05	24	exr:iv05-expand-16	dce3dc183050d9c359d40730764ef936ac675c6ebc78941f4c3f84f85a1b617e	ab089f0c862a43669ad2186971bccc988925fed7ad1f7206d30215151dfb7aa3	22d6a4cbfb6c5718e3faecdd0c994762a3f34f7a8f13a4699761324bc196c832	PASS
IV/06	1	exr:iv06-01	41813cd7821037756cb13c1c6e18fcf8ff3adb2aa05735f8b75a09c399258cc5	1950f2f09736feda3000b74039289377a65d3e40878abcc9c5ff70b163ea73c4	6772db98788200d34d460f3c61ae68bc5133578b7136e705ba2cd3c4f34bb57a	PASS
IV/06	2	exr:iv06-02	b9eb2c6c999705e3fc3cddd7a6c749d1d4b38a3af2535290d0414ae8a213f560	2db5a6c654c4eac8021fd22460d4f21c7c84aace3dab12dfa4c2cfd3b905d890	d2ff18e332d6fb36a87c90837ad38ee74add6d63b3cfaf3951a2455671d90236	PASS
IV/06	3	exr:iv06-03	edcd4c019a6931dcf023611ad54caa0e21407134ceee0819091818da19083961	ba00ea05fe42b44407d7933e66a211616c90e9402aab38a9350a02cbbcc2f198	54b362c4ef5159a4f10754133c31828f5b67b81971383aee45e2c8e1b354e205	PASS
IV/06	4	exr:iv06-04	d12cd3cd5d5cd91e3d3bc11f0d62ecebe1cc0203b716d5ceb3f5009ad992b54a	fa823ab994d6bb2dffc61412d52ce939d004f888a2f907eeaf8533cf862a9362	14e91f329de5f3fc0fbac849ac9a841871cf5de0c54c3d7bb07467a2ac9878f7	PASS
IV/06	5	exr:iv06-05	d38abfb7ddd29c2f0c755d91d3900e04a2caf2ecd5eca0030829a32dda4fb43f	958e14a258da07566468b039bad95f8823f66149ddcbacad2b6b1a01be2199e8	a79db95dcd0e838cf93be34d210b35e79d1955d00ccfa589859413c95d43593c	PASS
IV/06	6	exr:iv06-06	45c486e6ad7e655af562846f561e4718717ab2277312b3ca8c8d8032dc54ee6b	aa8c5ba2b0bd6a7fa831d2eb0155b9cdc51af7069fc59f782538ea403c17eedf	4e462a5f120aecb5352d973153c2bca678e7cba30e3d866dec47d807f5822343	PASS
IV/06	7	exr:iv06-07	90f735e0764025153594d67d2cfe937fbfaa7bbad4a510bdd0ffc9fe77bcd845	61023842773ff3b00d181711c9ec7e6d73299a57f45e249c02b617493e3319f3	68dbf374123485792a3c817f1fab7c3497df95703e57f8b9e0c164cbc0e20849	PASS
IV/06	8	exr:iv06-08	dab55d53da5bc7f99e9b2c003be1ad5f8c58f001abfa46fe9685850bc6a9d3bd	6c34f5f0d40fb2e1b06b995397d107c5c6fa639bb2ee080e2d0b33429d804a07	7f8fb94bd0441bbce0a0b97ee7b2569ad9f6f3b78e622ed829ed7de36764a5ac	PASS
IV/06	9	exr:iv06-expand-01	191db1773a647c1e1a29b1a38430230814a11027bea2967e356f13014a060115	d0219da4c10313e9fc7078da55aa8bf4d6ef1f9c0fa70937bec5cf84df45adf9	bf008953071457603f05415ac354cf39572c39c6c96513de46f61a825c1e95bf	PASS
IV/06	10	exr:iv06-expand-02	d14bc6bd64ebfb770f9720d24ab9facb9d7c7d64c7db14f58db2493141d10ed7	d4c71e45742ad3a08627072fc7e5ac40b42649516e53aeb18787321dee472b9c	36e7b22b66830ce371acabc844c55854b297bb4c3cc278c32fa8274339cf8ffd	PASS
IV/06	11	exr:iv06-expand-03	ee2c5d8e9860dc625d2ce844843d0e0fa1dbf9ea3217baa35569e55da630bc0e	a993430def7519fbb2b66bffc834e7b10dfc08763abc60b9fbb497fd68e0b548	7274a4acbd363065892f9cd792c8e6ec2a20d639f06cb95f5fdc28bef9a4c5c5	PASS
IV/06	12	exr:iv06-expand-04	b4949f4cf7a6845f0783262a46db65ebab70d379827e08cfbca03541fb86e54d	27c7ceea9ba554723fdeb5fd307c281bdd7d731330f22694211998cafe5b4718	b151a34e18a9e59c3502bff72806696435b9a428c42fd909660d95028a5b65c4	PASS
IV/06	13	exr:iv06-expand-05	3bb9a5bb79355f6004b3f07ecda53eeb416310a232b10d8990380e3ee2fd7fa0	eaaa521fe154259b69cb7c7ff37542e487c299a830f8e5964757c3f949ee2681	4e84a2a6b388ef07929c6ad5f79c96670fc276f97bf43f7c3085a43c055e6e00	PASS
IV/06	14	exr:iv06-expand-06	a68a22e6429b3bd5c4c31cbdf92f7fc5cd5cd7bb97dab2b7f3c40828dce6e9dd	07bd80bad56db5ecaa4712415fa784defbfc8b9a10bb8c180b44c1884f7b8e55	9997a4e5a7611250b8aabcdccd78547b3e4ca5740b3f2f3607b53002e7b32842	PASS
IV/06	15	exr:iv06-expand-07	db683dca2a0176d95ebacc4261004f4fdcf66b40bb58ebbb8965636c439c7649	3216f687dc99c36d2d43e94207c4e413f72d7ea8eafd6a9e8b3006d87e6aa6ae	0202230a488e271a907cbf356a75115acae0f29b2c0c2310ba6e1c967430d320	PASS
IV/06	16	exr:iv06-expand-08	7986d4ffdffb6aafb9386284d7adf004e793bd46e4879422aee62bb98bc7a724	1874b6b377f4852c7b1504c063e115e146820e648a733f1cd63999ffdc775d75	456dcc7d2f827d469de6f0bf9438c37dff016a9bfc9e5fa4f9add22d239c8dec	PASS
IV/06	17	exr:iv06-expand-09	f73c28dcc47a150604e7e81e831a62e47305c6c67ac6e6cb8ff00f15398102ce	a64c212e225dbd9e7871d8f93e1bc9dbca6254f4aa6cf03dd22b78068320fe33	3d78fc5db224f2e410c2866fde545651e66f522378a81ab1df54f7e43222e855	PASS
IV/06	18	exr:iv06-expand-10	e0a51a5c2ac7c4caede433d2691611240c2026cf9f5aa6d1dfa57a59688b2a0b	14e58408b8feb1c367a814b30acea09c1e6e821efdd922e080a9d7da2096d311	f672fb13a003a3ecb9a0708139770d8bce7870604bdcd129c5ebd7c7bd9884fa	PASS
IV/06	19	exr:iv06-expand-11	75f86b67efafb6145ee2262650eed30ddc8b644c788139d61c62fe5e4ae425da	678652e20c94ecfc02b82616a7eb923546c732edd9a13cdc160d89ebb3e3968b	107f466a0e6bc40edd51adeb4822bb66d6bd80a1d1b682bbce9f99c443392632	PASS
IV/06	20	exr:iv06-expand-12	1e3f7c07f7a570937b37e1d90b40de6d9dbfa674a0d9023a66e4cf28fee5935c	6eecf6ac8eff0df07c6ff215b6e27d2caae117b05176432a06382b56559bcc8f	dccd33702df579775608359d394f27994ddcaa35e12199c39bd4ffb11b43445d	PASS
IV/06	21	exr:iv06-expand-13	59c3c431dfa440eb6745bea2c07acc4031600fc8b9681f97f7204eeba33aae3b	67213834f6c19d9058dfb6c916c613bbe1e7cb2108bccfe23b9ef775c2318af7	85d482167476506e5bdd2f59ac89596e8006f925347b545777938028b4f448f1	PASS
IV/06	22	exr:iv06-expand-14	7f925e0ed506a94d9020326436e02acb1c537497c705ca8c6701a2f727f5f81c	67a9601ef55f28f82d594055e8efe55ab41ea08bb43dd7cc93466516f672a7dc	621c4aed50329a7862079a1cbdcf725a499160313400d887932bba25d4babdc2	PASS
IV/06	23	exr:iv06-expand-15	1a74783ff99e52e205c743cb21aa0d59722fbf0d2b995b002aaa8584b1de1a27	a6677bb9ab93baafb0574d01d8b9ae8638dbcb45d678063ca6534d7b4f4fd18f	98d0d2c2bd547ac48fe2c423250e0fd4aa97b51ff2658b52abd73d268fb0fcf6	PASS
IV/06	24	exr:iv06-expand-16	35a49d9077a112c286e546bdf5b82dd5103d8299b45dff47f0fdbcfd6caf8a21	0597a56413f4c784568bc6d0dc801abd2ecf0e17ef1b5c6097e147c182dce75f	cb7dfe8ff97e4661498d555d9787edbda17257c73eb82aaae15d70a4ef69a026	PASS
IV/07	1	exr:iv07-01	c898f6da2f355e5aa5f6fce1d6a4fccf16796545ffa41e09be0f17ed232f869c	38f12d9f26d59da822fe1dca3613c631d800e31a8e71f1ed8e0f696e82114a91	f35da94596c0d6917f78bea8fea3b2fdbca39ffe1dab727bc5b7690a5afacdaf	PASS
IV/07	2	exr:iv07-02	c74a60bb75fcb9e9016f62dbf08eecb51768c2decdbdc6e500718629b9feea51	f6e2a2a8266dd189481e3585aeb018b39dcd0b2e2fd92071681196809462b13c	dc3ef5fb79b5b60eb1302ab9cb419981a2d108972219194328a529785ba1ff95	PASS
IV/07	3	exr:iv07-03	8787e9709a1a98783a35d269c74e4e13defacc20817d6baf8f07eb4f56485e80	96c743935c1a7f984b097e4ce2da0fb9fd2d138c98cbdab8d60ad7dc2f68b176	46c085443dbbe6214f842e5aab8fda4c5efddbc2ab6bf2911c2912bc873bbbb9	PASS
IV/07	4	exr:iv07-04	ce9e84eae115a775214ad298562709c2499881f9bf9ec576449ff18cb9c2d373	330d871c54c2d324951ec89f562d46fbc0f07536971993d350ad104d8a94253a	dc7e0a701de169e189a4d870762659a384affa9f7de8fef7d5c4837e42be9ba2	PASS
IV/07	5	exr:iv07-05	02283ee06731f1f3c02a62601a8d9bad284f8fd0ca9aa98fa83b2bfd7e022d1a	14eb66f23f2815627729a05bb733469808148d9c84931b73f962da319816d850	45ba0f1fb0043338daa897b4075163b27e06f3ccabba9107117c1136a8cc81c3	PASS
IV/07	6	exr:iv07-06	bf9f26e861cf3d4a686a0db67b43b853c9155c9ba5aebe29bdc6e40e3c896a70	80cf4eee1767dc25b507abe132e9559f6f72b3b87ab0aa1d8b302c83f93c14c0	cae787c30afd4e47cae3c6d719269164bf82dbc5022a6ee65cf61479e8f7d361	PASS
IV/07	7	exr:iv07-07	4e27c25867750334a13b1ff3a846635b619449054d9e478ebf08034e5261fdea	643dcd37494db44333805b8e5f5912de39b0beb7bb02a9597c3317b5f7b1df35	99a075426a9fce3b8d2c586c9af0c884b9056a6d370e6b57c34e38e1ddc46ef7	PASS
IV/07	8	exr:iv07-08	dc3332aed4e4e0e468e0621362785b29d529680a96995a10713d440753c82faf	1e571b9479911336e2fb9daa07ede60c9574621a835c22053ea92bff6fc1b360	441c0ed699e0ce8c86ae1790580041b686cae5acba2d9fdaadab57deba9a813b	PASS
IV/07	9	exr:iv07-expand-01	cac32314447e78e5eb5bc5648f2f19ceb3eab775c6279c316462cd2ba5e56b17	6627ee71b531a301ab4701d812eb5b4042f12f6792b56a01586c1701f37d1794	0bea8640f1c39536a0c799bf683a886d715de91eb9dd518e443feafe60b7f2ab	PASS
IV/07	10	exr:iv07-expand-02	76b9bcb28aee70ae67e383cfd6cc1168f16b626794ee5554c3f2f76886cf9484	46b066e5a8031e1a131136f4023f64ff93582d4249ed1493de8fed243b8572f7	90042d03f3895e9d486c0c9c1c01e305a44612c416697ef195a03b50e6a7f917	PASS
IV/07	11	exr:iv07-expand-03	f23e8b2ea8c8367fbdb3f9a20bf87a40c27212746328da7948e43e05e46d8d11	a84496c8c84f6c9bdecae6602af2e27e1e51abb681c96d57f80f6d95a96c8acc	b52526fe89ecc30de5b4c038a50a036d91e9ea3b78f94b7865d45314cf9a7d0f	PASS
IV/07	12	exr:iv07-expand-04	80f415a840518d94e58c94b93d03c781feb9ccaa29173f90054df5956ed975b8	5607e62807dd04f7d47c642352cbb7727f3b803451333467e5c430674598b368	23d81da14da21d951cb0496b774fbee890e7c3c50677daa44c82e6b9266a12c4	PASS
IV/07	13	exr:iv07-expand-05	91f16d5e55b7a28bf4ac703d55f36f751012cd9b9129d83ec863a0b2fa17413b	dcaacb19d34d03a14d18fc13c357f851efdcfe4ba74c32c45651d6c32a09480c	fcb4b897d9a60d54a3de55c080e277b0faccbe20efcefd8e7c68dbff1ed2d91d	PASS
IV/07	14	exr:iv07-expand-06	fd77f2ae74bce560932a1f1615732159cccae5c4e906974f0745d8f2a09884b6	8053973cfb5469d4a62c11072cab4e43a46c6fc6b7af015c633e2d5a7e3f78c7	21261a431e013d729d84193a548b0312deff1c7767ff61f950a66235eb3c9a83	PASS
IV/07	15	exr:iv07-expand-07	e674c0113efdd592f09105dd95aebb27e99468d6c489c93c44e09462655b3fa9	d803410241d2493606e7e2e0c8d133e2be820b6def93c7318fa121035e430497	0bff69d2edc72ab2e8a8d3119e267b70fa00f7e5107fd3bedb0a6b230934c203	PASS
IV/07	16	exr:iv07-expand-08	157a3b3098abbf66627808c12b2dd3699d5b8f80dbe370ff2d13075e5707220a	2a097f70c81b6e9d0fb5fdbfd502f035264b65210cff9ddfc53979a887109c09	23b595988d5e57ef76c07d1348ecef202d89dbecf0f276153ea1cfada5b09aa0	PASS
IV/07	17	exr:iv07-expand-09	9e45bf87c8c45658ec306aa2077ba68e5745cbf5ca7be67813c895b8821ce66a	414cca5073c12ab1d39eaf7b1d0da34c58511c86edf8ac834938082ded3fefae	b9d77f4b86cad27956f7451ed08974778ca8c6e278173b6d8efe1a7a7893692d	PASS
IV/07	18	exr:iv07-expand-10	f4efec26fb14324b83d68429d24ad6e6465a3e02c4eecde6b38f1688416b8641	d3646a02af8490c06f90cddf2b32adaee09de98963951d3a9519b7845e092446	ca9706f4bf0f621d9389f95238a774caae528793a6a55263bc21bc6f04f88398	PASS
IV/07	19	exr:iv07-expand-11	a1a2350fd615cf8732560bdb76af501ba582784982ad1cd82af14c23f67af650	bda82e370057401fc1e1c730975ea80ea6b58f58d5a7a6f92b631e3965add6bc	459638a6a8e08bc3c5668dfae06edd65da626c5020dc1c6e5ef22d46a51fa830	PASS
IV/07	20	exr:iv07-expand-12	221c2b1ad50aa9126263cad6f4ecb3c92ca2a9ed8848fa44a0e06d5384ab0dc9	8583e4b8bc5b632bb07657761fc2190fa64f913be285d87c4472aa3359789cfe	541c10ff60135ff1073e5257697df8aabead6f194ae443406fc56f820ae2e990	PASS
IV/07	21	exr:iv07-expand-13	9c727cd53208af2bd65becf4e805390a62e6e6bcc9c209e38a8f135536c32e6a	f9b15d2ef98cf9df829a3114ecd01e8e9f2aab4cee553445cc5a98d14313035c	a3c70f46f2dbc3b93c3faa2b817da7d3f5cc9286e4de62d263beff2372e223f9	PASS
IV/07	22	exr:iv07-expand-14	2a9fa7f479e0679ea47033284d50230d04cd7583a83d5b35917a5c1c6cfc3eb8	b6949ddeaf7933a32e3e5ebc844c5403cffd3052315ea748f4f1e00f63d97691	d38f21605739bd68d448e2ccd3422f8f793af0b607a35fe855ffcd0eca99d4a7	PASS
IV/07	23	exr:iv07-expand-15	5dc415d1fbbf096225405fbd477489b17c35a60e90a8a765942632120d58ccd8	25082bcccec611044c866634739745b4c0d8c59a179373c3d56a4e65b9d871a7	6a86caedd522f200fe84ee7d93fd48c6e278026d770fbc669c9fa8d8283ec32d	PASS
IV/07	24	exr:iv07-expand-16	8a7f6048c2b98184e0087cb63893bacf29996b6b86c7dd9a595beb964eaf91e3	e146f0534906a5fcba7ac2a4afce454333a974586a9a3b2dffda3922115bfdf8	c0273e00dd2a374221cabe89779b75a990f9170a32bfa6bcef2f0bb41bd4cd0f	PASS
IV/08	1	exr:iv08-01	43b2816bd4b0a9c938187d61b3996b08dce572cdb47388be46b5d94bc34e7f47	11b8a9b46deb41ca6dd04059a10f118f724634cecb4964bfbde08d6f2ac93f40	1302234bcac3ef626bba8b64f40e7c8798fa097e91c8a8bf116727b5f2191174	PASS
IV/08	2	exr:iv08-02	40f619f1f888ac8edd7dfb08ca7850a8b6b14025ab572cd4d9a7e15e9675629d	41f74bcedc8e38e5e67198d3bb2758ece9aca05a53913cc4197762d4cc85fe2e	f67ce93fe77b41384a15a1a7c65903ae9a12585f696fd753d477225473906b1c	PASS
IV/08	3	exr:iv08-03	c3837f03c98b915e5df10ce9b5c80c5d4be9f1bdcb37f8d003c25c6da771a6d6	eab9b145a0c293372e14e242f11e96c18117656e7fc65ef154c041a138dce736	e68d10fd7db56a28d912edc4610d4bd984f921c96a62524485c95f79074d9b66	PASS
IV/08	4	exr:iv08-04	7a19cb87c477d756996d101276d984d5129d9b04dfd4f8faa5ca2ab5d2fa1efd	1054003222cc4d8867b47399d40e06ca4e8934c7e3915abc797005fbfd44aec7	2a6e5247ecc2053120e9af5c4235526ecdfce5ceaf20d574fdcbb84aeeebb90e	PASS
IV/08	5	exr:iv08-05	daf53b81e69dd44764f04a15c0ec928ccfb7b4e0e1007aab3284c9df86500dfd	8c4ce0caa27986830a20eb491ad25a3d030def96e5fc4b5ca0a87de3d20f42a4	a6adc610cf33765b3e312dea4ca46d40cce8933b31929d70a6d94283976a99d6	PASS
IV/08	6	exr:iv08-06	f73b56a6c914f02e3dbaf0a509093190484a4521a101c71346461478c0901201	b7a0fcc7daf930abc5c6d095fac27072a18cbc33e0aacba2663287001ca16b93	4a9d011dd2078344569f26a6a8bf6683636e6830e0e090cc5607b499ac92fc7c	PASS
IV/08	7	exr:iv08-07	90259f984f1e111c16be133021b0a18cd86763e07f84c04f92d2176c9d36afaf	3a0c9816e5ee0421d5c7c243afb3c73ba946027a830a7cf8d4acf09a8123c63e	55a17760344aecb11751e55cefd34a03e183b4fdb177302cddf218772e817936	PASS
IV/08	8	exr:iv08-08	41a9e89994d757c077c50b772e10c9725d50fe64c89252d5149b432265ea4a82	2d5753586b4a7fad334b0834339cf7805fa0d02fc539881167bca69570587b9e	79e1cb8ad3c70a16626dc8d67985ee6839dd736bd2465d8f0b70e3219a3a9813	PASS
IV/08	9	exr:iv08-expand-01	16a1ea371f396330384c87a0cae79b1adb9af85e842a2c08f3fee70281a8fdf5	7d9945b1aade8697263fb4c886a7ce94a53a2be0b67088bd8e42de2ec9b978a8	0df5a29610d719c24106eaf0085023ee665532404e3698c6eb21c948fea62779	PASS
IV/08	10	exr:iv08-expand-02	54b3ef00110796aa4d8327c52a5ee5c0612b213c52f5a96c3bd935a241a1a378	70d10ae28f9258200fc0219e46b4f12c8de0a81d778fc427821a037d2a28234e	e6bd8383f8099868f15e6653b6a7131b6caca0aae3e7f658730f3cd7bca367ae	PASS
IV/08	11	exr:iv08-expand-03	0a9f9c63adb32def569632830e3211676cb5982d129ecc493568918be3c77fa4	9805c14c06825e8d0a5b635202f94a2e957f151716334b4bfa0b6a32a12de6a2	717667f0b86051bcf20ddc6b7fb5d3a80f75bd123cb1a234734766301e954599	PASS
IV/08	12	exr:iv08-expand-04	ecc6c08c352d5c56eaea68f149d601350fc3cb3e173ed6222ff18c680497a2c9	6009b43fc575ca3831eb204c8361272c772ffff5f99689a171d369775e936307	ca5a285d4482daed05511999d1d8f399ff10a29ce4aaa8a0c147ec4ccd6e08ca	PASS
IV/08	13	exr:iv08-expand-05	677ed95fb6e2cfe1610f12731d948b9810989a69b154eb7d7f383bc33858c8c4	7cd8e73f2315fe2b30b5ba14964f5a9981259684f6c093a910187bf4fd3528f1	69a38ad2d5a97e8adbbddfb81ee1196a85d81058ced59fde5ccf24fbb271aa9e	PASS
IV/08	14	exr:iv08-expand-06	9d7875b5fa7bd67e2b522404c2d48213cf2ae6db6e4f8cd03830d49c3fc207f9	a8dfc38c96f446336bb7129a10ca0c260a3485d989dad7fa710934560fed3895	34eeb25f491cf6d077dcff37d09e2b941d3b4000f519cb95636ac11e9d56f700	PASS
IV/08	15	exr:iv08-expand-07	026fbae78b057d62335f0f9aec8129fc628dc0e25fba300d29987b4f1a8c9ca4	ed46796d2907efa9144bfcc01923bfcfb419eaebd62a120e7d5508376e564f0a	c488735664dbf349424b9d64e4d82858ec09053d23408ba40057b97fa971f58b	PASS
